"Code","Date","pH","T (°C)","Cond (µS/cm)","SiO2 (μmol/L)","K (μmol/L)","Mg (μmol/L)","Ca (μmol/L)","Na (μmol/L)","Cl (μmol/L)","HCO3 (μmol/L)","SO4 (μmol/L)","Location"
21103,"2014-03-10",8.4,30.32,114,390,23.1,162.5,220,478.3,64.8,1163.9,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2014-06-02",7.63,23.23,104,388.3,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2014-06-30",8.38,22.37,94,243.3,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2014-09-22",8.16,23.18,97,273.3,23.1,141.7,197.5,478.3,50.7,1098.4,13.5,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2014-11-03",7.56,23.99,75,310,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2015-01-05",,26.3,113,421.7,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2015-01-26",8.09,28.3,107,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2015-03-16",8.25,21.2,125.6,296.7,17.9,225,227.5,395.7,123.9,1114.8,13.5,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2015-05-04",8.15,24.2,126.6,410,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2015-06-29",8.17,19.8,119.7,681.7,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2015-09-22",8.02,21.3,120.6,618.3,15.4,170.8,230,426.1,70.4,1065.6,10.4,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2015-11-02",8.61,26.8,119.3,283.3,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-03-07",8.46,27.4,126,,,,,,,1131.1,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-03-08",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-03-09",,,,,,,,,73.2,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-03-10",,,,,20.5,183.3,225,413,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-03-11",,,,383.3,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-05-09",8.2,25,120,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-05-10",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-05-13",,,,211.7,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-05-18",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-09-05",8.02,21,117.8,,15.4,166.7,207.5,421.7,64.8,934.4,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-09-06",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-09-08",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-09-09",,,,130,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-11-14",8.1,27.8,118.7,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-11-17",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2016-11-18",,,,415,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-06-13",8.26,25.2,113,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-06-14",,,,,17.9,187.5,217.5,434.8,81.7,1163.9,14.6,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-06-15",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-06-16",,,,318.3,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-08-21",9.07,27,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-08-22",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-08-23",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-08-24",,,,375,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-10-02",8.71,24.7,,,17.9,158.3,275,478.3,67.6,1082,11.5,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-10-04",,,,460,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-10-05",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-11-06",8.95,28.9,104,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-11-07",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-11-08",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-11-09",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2017-11-10",,,,446.7,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-01-02",8.97,31.6,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-01-03",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-01-04",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-01-05",,,,350,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-04-04",8.18,25.3,126,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-04-05",,,,,20.5,195.8,210,421.7,98.6,1180.3,12.5,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-04-06",,,,560,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-07-02",8.54,22.3,125.4,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-07-03",,,122,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-07-04",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-07-05",,,,498.3,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-07-18",8.856,20.5,124.7,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-07-20",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-10-01",8.6,22.85,120.95,,17.9,162.5,212.5,434.8,,1131.1,11.5,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-10-02",,,,,,,,,70.4,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-10-03",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-10-04",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2018-10-05",,,,341.7,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-01-14",7.68,27.9,124,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-01-15",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-01-16",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-01-17",,,,233.3,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-03-04",8.88,31.54,125,463.3,33.3,,,,53.5,868.9,12.5,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-03-05",,,,,,158.3,145,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-03-06",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-03-07",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-05-20",8.74,26.86,122.8,,20.5,183.3,217.5,434.8,56.3,901.6,13.5,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-05-21",,,122,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-05-22",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-05-23",,,,481.7,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-07-22",,20,122.15,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-07-23",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-07-24",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-07-25",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-07-26",,,,361.7,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-09-23",9.1,24,112.5,,17.9,158.3,212.5,395.7,76.1,409.8,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-09-24",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-09-25",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-09-27",,,,261.7,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-10-21",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-11-25",8.7,25.9,115.895,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-11-27",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-11-28",,,,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2019-11-29",,,,348.3,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2020-09-02",8.5,19,119,,,,,,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2020-09-03",,,,,15.4,195.8,210,395.7,,,,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2020-09-04",,,,65,,,,,67.6,,11.5,"La Rivière des Pluies (pont RN2 4 voies)"
21103,"2020-09-07",,,,,,,,,,1180.3,,"La Rivière des Pluies (pont RN2 4 voies)"
22011,"1995-04-19",6.75,21.5,54,,,62.5,60,200,349.3,196.7,10.4,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"1995-10-16",6.95,18.8,51,88.3,,79.2,80,221.7,301.4,295.1,12.5,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"1996-05-28",7.24,18.9,57,244.8,15.4,70.8,70,213,183.1,319.7,34.4,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"1996-11-06",7.2,19.1,52,190.6,23.1,70.8,75,226.1,171.8,260.7,12.5,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"1997-06-24",7.4,18.3,56,246.9,15.4,62.1,69.8,219.1,155.2,275.4,13.2,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"1997-10-20",7.4,18.3,55,230.2,14.9,72.9,80,114.8,173.2,330,14,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"1998-10-19",6.89,18.5,57,238.3,30.8,100,82.5,256.5,177.5,290.2,14.6,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2000-09-27",7.2,17.2,64,238.4,15.1,87.5,86,230,233.2,370.5,16.5,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2000-10-25",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2001-09-26",6.5,18.1,71,225,20.3,91.2,86.8,177,193.8,390,14.8,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2002-07-01",6.94,18.2,46.4,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2002-10-09",7.1,18.3,64.7,226,11.3,71.2,83.2,169.6,182.5,301.6,17,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2002-11-13",7.11,19.7,59.3,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2002-12-10",6.96,20.8,50.4,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2003-02-18",,20.5,53.8,,,69.6,66.2,,173.8,,20,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2003-06-18",,17.3,60,,,84.2,84,,183.7,,21.7,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2003-09-17",7.02,17,48.9,,,62.9,60,,180.6,,19.7,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2003-11-25",7.2,19.9,33,,,46.7,44.5,,129.9,,14,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2004-01-27",6.8,21.9,45.3,,,68.7,69,,160,,22.5,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2004-03-16",7.33,22.2,51.7,,,67.9,67.8,,186.2,,14.4,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2004-07-21",7.2,18,61.1,,,86.7,82.5,,196.9,,16.7,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2004-09-08",7.04,18.2,49.7,,,66.7,69.5,,189.6,,10.6,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2005-02-08",7.25,22.6,57.9,,,80,77.8,,186.5,,15.3,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2005-04-13",7.32,22.1,58.2,,,81.7,77,,179.7,,15.1,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2005-07-05",7.3,17.1,61.8,,,90.4,88.5,,198.9,,15.7,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2005-10-18",7.01,18.5,60.6,,,88.3,85,,196.1,,14.9,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-01-18",7.08,20.5,32.6,,,41.7,,,121.1,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-04-19",6.7,20.7,44.7,,,62.5,72.5,,129.6,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-06-06",7.53,19.1,45,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-06-10",,,,,12.8,,,200,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-06-13",,,,,,,,,140.8,,31.2,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-06-14",,,,,,58.3,62.5,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-07-05",7.03,17.5,51.3,,,70.8,67.5,,171.8,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-07-10",7.78,17.9,60,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-07-13",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-07-15",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-09-19",8.58,18.5,61,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-09-22",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-09-23",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-10-30",7.4,19,48.4,,17.9,58.3,55,187,183.1,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-11-02",7.56,19.2,60,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-11-08",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-12-05",7.01,22.3,58,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-12-08",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-12-09",,,,,25.6,,,269.6,169,327.9,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2006-12-11",,,,,,91.7,95,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-01-02",7.13,21.8,34.8,,12.8,37.5,,156.5,154.9,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-03-06",7.01,22,42,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-03-10",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-04-04",7.285,21.35,38.2,123.3,15.4,50,50,165.2,132.4,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-04-10",,,,,23.1,,,169.6,140.8,,135.4,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-04-12",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-04-16",,,,,,41.7,45,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-07-03",7.13,18.1,50,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-07-04",7.76,18.4,57.6,142.7,15.4,75,75,221.7,194.4,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-07-10",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-09-04",8.31,18.1,63,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-09-18",7.12,18,23.2,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-09-20",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-10-03",7.62,17.9,61.9,118.3,15.4,83.3,87.5,230.4,194.4,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-10-23",6.91,18.3,39,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-10-29",,,,,,,,,140.8,278.7,52.1,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-10-30",,,,,,,,169.6,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2007-10-31",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2008-01-02",6.82,21.3,26.5,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2008-01-03",,,,106.7,11.3,30.4,29.8,123.9,102.5,160,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2008-03-05",7.86,22,59.6,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2008-03-06",,,,241.7,13.8,76.2,78.8,226.1,182.8,338,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2008-07-09",7.07,18.5,64.1,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2008-07-10",,,,222.2,14.9,87.5,99.5,237.8,186.8,390,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2008-10-27",7.26,20.4,58.4,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2008-10-28",,,,,13.3,82.1,85.2,215.7,173.8,342,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2009-01-07",7.06,22.6,41.6,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2009-01-08",,,,188.3,12.1,55,56.5,154.8,133.5,260,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2009-04-01",7.16,22.3,52.8,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2009-04-02",,,,218.3,14.4,79.6,88.5,200.9,152.4,308,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2009-07-01",7.34,18.1,54.7,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2009-07-02",,,,205,14.1,76.7,85.5,218.7,178.9,304,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2009-10-28",7.41,19,43.8,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2009-10-29",,,,205,13.8,56.7,54.8,171.3,174.4,208,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2010-01-06",7.1,21.9,44,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2010-01-07",,,,189.3,14.4,61.2,55,164.3,163.7,228,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2010-03-31",7.4,22.5,38,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2010-04-01",,,,258.2,13.1,70.8,69.8,202.6,165.6,306,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2010-07-07",7.1,16.92,56.28,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2010-07-08",,,,168.3,15.4,87.5,88,230.4,180.3,354,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2010-10-13",7.4,19.3,48.39,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2010-10-14",,,,129.2,15.9,80,83.5,221.7,168.2,348,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2011-01-03",6.92,21.68,64.06,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2011-01-04",,,,248.3,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2011-04-04",7.05,21.74,48.43,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2011-04-05",,,,216.7,17.9,79.6,83,221.3,171.8,314,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2011-07-04",7.1,18.41,48.3,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2011-07-05",,,,316.7,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2011-10-03",7.08,17.99,38.78,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2011-10-04",,,,186.7,12.8,66.7,77.5,204.3,171.8,260,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2012-01-04",7.13,20.79,42.66,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2012-01-13",,,,228.3,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2012-05-23",7.29,19.37,46.4,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2012-05-24",,,,,15.4,79.2,97.5,226.1,163.4,340,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2012-07-04",7.23,16.61,47.84,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2012-07-05",,,,240,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2012-10-03",7.1,18.02,40.6,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2012-10-04",,,,135.5,15.4,62.5,75,221.7,188.7,260,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2013-01-22",7.27,21.52,36,123.3,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2013-04-03",7.32,19.21,37.69,190,15.4,75,72.5,221.7,174.6,295.1,14.6,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2013-07-02",7,17.53,63.8,236.7,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2013-10-01",6.84,18.47,69,218.3,15.4,108.3,110,252.2,202.8,393.4,18.8,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2014-01-07",7.12,21.4,43.8,140,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2014-03-11",7.13,22.3,72,238.3,15.4,83.3,87.5,239.1,174.6,377,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2014-07-01",7.35,17.14,48,180,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2014-09-23",6.81,18.19,55,225,20.5,112.5,127.5,260.9,183.1,442.6,19.8,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2015-01-06",,20.8,36,195,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2015-03-17",7.21,20.6,54.8,115,15.4,95.8,77.5,226.1,205.6,311.5,10.4,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2015-06-30",7.19,18.2,45.4,103.3,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2015-09-22",7.05,17.7,61.9,353.3,15.4,87.5,92.5,239.1,185.9,377,15.6,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-03-07",7.27,21.8,41.9,,,,,,,180.3,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-03-08",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-03-09",,,,,,,,,163.4,,15.6,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-03-10",,,,,12.8,54.2,60,173.9,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-03-11",,,,95,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-05-09",7.18,20.8,52,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-05-10",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-05-13",,,,156.7,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-05-18",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-09-05",7.08,17,58.7,,17.9,91.7,102.5,243.5,183.1,393.4,11.5,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-09-06",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-09-08",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-09-09",,,,146.7,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-11-14",7.1,20.5,52.7,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-11-17",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2016-11-18",,,,275,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-06-12",7.2,18.9,45,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-06-13",,,,,12.8,70.8,85,213,169,344.3,14.6,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-06-16",,,,190,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-08-22",7.5,18.6,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-08-23",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-08-24",,,,191.7,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-10-03",7.32,18.7,,,12.8,70.8,47.5,182.6,149.3,278.7,12.5,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-10-04",,,,216.7,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-10-05",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-11-06",6.98,19,49,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-11-07",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-11-09",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2017-11-10",,,,186.7,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2018-01-02",7.48,22.9,47,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2018-01-03",,,,,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
22011,"2018-01-05",,,,173.3,,,,,,,,"Le Grand Bras de la Grande Rivière Saint-Jean"
