"Code","Date","pH","T (°C)","Cond (µS/cm)","SiO2 (μmol/L)","K (μmol/L)","Mg (μmol/L)","Ca (μmol/L)","Na (μmol/L)","Cl (μmol/L)","HCO3 (μmol/L)","SO4 (μmol/L)","Location"
26008,"2007-10-17",7,16.5,20.58,34.7,7.7,33.3,40,82.6,76.1,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-01-16",8.17,20.9,46.9,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-01-17",,,,406.7,6.4,58.8,65.5,111.7,60,318,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-03-26",6.72,20.3,13.86,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-03-27",,,,78.3,,23.7,,57,57.2,84,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-05-14",8.4,18.6,38.2,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-05-15",,,,198.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-07-02",7.72,14.8,40.6,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-07-03",,,,203.3,6.4,64.6,80,116.1,63.9,362,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-08-27",7.53,16.5,36,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-08-28",,,,151.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-10-22",7.62,18.2,41.8,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2008-10-23",,,,226.7,6.9,66.2,80.5,113.5,64.8,358,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-01-21",7.22,21.7,29.3,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-01-22",,,,201.7,6.4,54.6,60.5,103.5,65.4,240,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-04-22",7.59,19.3,41.1,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-04-23",,,,256.7,8.2,68.3,84,122.2,60.6,342,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-05-13",7.85,18.6,41.6,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-05-14",,,,226.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-07-15",7.87,15.6,31,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-07-16",,,,153.3,,50.8,60.5,96.1,71.8,240,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-09-23",7.76,15.9,41.9,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-09-24",,,,206.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-10-28",7.6,16.8,26.9,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2009-10-29",,,,178.3,5.6,44.2,46,87.8,71.8,196,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-01-20",7.35,20.5,32.4,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-01-21",,,,216.2,7.2,55.4,58.8,97,66.8,258,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-04-14",7.56,19.4,40.1,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-04-15",,,,248.3,,60.8,72,115.2,62.3,356,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-06-16",7.59,16.7,38.6,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-06-17",,,,241.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-07-21",,16.04,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-07-22",,,,248.3,6.9,70,81.2,125.7,66.2,354,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-09-15",7.46,15.26,33.54,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-09-16",,,,237.2,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-10-20",7.97,17.45,33.88,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2010-10-21",,,,236.7,6.9,71.2,88.8,104.8,62,384,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-01-12",7.58,20.14,31.74,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-01-13",,,,220,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-04-13",7.65,18.82,27.91,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-04-14",,,,223.3,9.2,67.5,76.8,130.4,68.7,302,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-05-04",7.62,18.14,30.03,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-05-05",,,,264.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-07-06",7.46,16.06,31.53,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-07-07",,,,250,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-10-10",7.69,15.09,25.74,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-10-11",,,,215,7.7,83.3,82.5,121.7,73.2,320,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-11-09",7.76,18.71,36.07,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2011-11-10",,,,206.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-02-08",7.25,18.48,20.15,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-02-09",,,,183.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-04-11",7.08,18.41,9.05,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-04-12",,,,115.5,5.1,37.5,40,69.6,,140,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-05-14",7.39,17.38,24.62,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-05-15",,,,261.5,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-07-11",7.37,14.66,25.73,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-07-12",,,,216.2,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-10-10",7.48,16.01,23.99,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-10-11",,,,161.7,10.3,54.2,65,117.4,70.4,280,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-11-14",7.65,17.52,22.47,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2012-11-15",,,,176.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2013-01-28",7.51,21.31,33,133.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2013-04-09",7.11,18.77,8.62,153.3,7.7,20.8,32.5,69.6,45.1,147.5,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2013-05-14",7.05,16.71,15,131.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2013-07-09",,15.17,43,295,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2013-10-08",7.62,18.19,48,143.3,7.7,75,100,139.1,62,393.4,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2013-11-05",7.57,18.8,52.4,116.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2014-01-28",6.96,19.9,23.4,265,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2014-03-18",7.1,19.5,20,190,7.7,58.3,65,117.4,64.8,327.9,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2014-06-03",7.78,17.4,22,178.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2014-07-08",7.46,15.34,24,216.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2014-09-30",7.29,17.82,23,235,7.7,58.3,62.5,113,78.9,295.1,30.2,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2014-11-04",7.27,18.49,17,206.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2015-01-27",7.34,19.4,18,116.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2015-03-24",7.8,20.5,35.2,98.3,7.7,54.2,92.5,108.7,70.4,327.9,10.4,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2015-05-18",7.55,17.8,33.4,108.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2015-07-07",6.84,14,38.8,120,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2015-09-29",7.9,15.6,30.6,318.3,10.3,66.7,70,121.7,73.2,245.9,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2015-11-16",7.71,18.8,40.7,345,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-01-12",7.72,19.4,33.4,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-01-13",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-01-14",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-01-15",,,,155,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-03-08",7.5,20.1,35.2,,,,,,,180.3,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-03-09",,,,,,,,,104.2,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-03-10",,,,,7.7,45.8,55,104.3,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-03-11",,,,100,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-05-10",7.6,18.2,36,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-05-11",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-05-13",,,,146.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-05-18",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-07-07",6.9,13.5,42.7,180,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-07-11",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-09-06",7.6,13.8,41.4,,10.3,79.2,95,130.4,70.4,344.3,12.5,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-09-07",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-09-08",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-09-09",,,,128.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-11-15",7.5,17.9,31.6,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-11-17",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2016-11-18",,,,230,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-01-11",7.4,20.3,42.7,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-01-12",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-01-13",,,,115,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-01-17",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-06-14",7.38,16.8,21,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-06-15",,,,,,,,,73.2,262.3,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-06-16",,,,153.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-06-18",,,,,5.1,54.2,45,108.7,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-06-22",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-07-12",7.73,16.1,39,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-07-13",,,,198.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-08-22",7.94,16.8,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-08-23",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-08-24",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-08-25",,,,173.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-10-03",7.65,15.4,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-11-13",7.4,19.1,38,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-11-15",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2017-11-17",,,,191.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-01-15",7.26,20,22,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-01-16",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-01-17",,,,140,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-02-06",7.76,18.3,42,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-02-09",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-03-13",,17.9,36,,10.3,75,72.5,95.7,53.5,311.5,11.5,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-03-14",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-03-15",,,,255,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-04-04",7.11,18.1,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-04-06",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-05-04",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-05-14",7.5,15.7,43,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-05-15",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-05-17",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-05-18",,,,225,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-06-05",7.35,14.9,14,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-06-11",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-07-03",7.88,15.05,34.66,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-07-04",,,42,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-07-05",,,,263.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-07-06",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-08-07",7.64,14.043,34.51,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-08-09",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-09-04",7.231,18.05,13.115,,,,,,,131.1,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-09-05",,,,,7.7,50,57.5,104.3,67.6,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-09-07",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-09-11",,,,151.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-09-17",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-10-02",7.96,16.25,32.06,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-10-04",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-11-06",,16.4,39,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-11-07",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-11-08",,,,211.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-11-09",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2018-11-16",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-01-15",,19,34,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-01-16",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-01-17",,,,213.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-03-11",,20.95,42.07,155,10.3,95.8,107.5,173.9,59.2,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-03-13",,,,,,,,,,426.2,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-03-14",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-05-21",7.993,18.97,34.95,,10.3,75,72.5,126.1,42.3,409.8,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-05-22",,,42,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-05-23",,,,313.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-05-24",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-07-23",7.9,15.9,38.5,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-07-24",,,38,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-07-25",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-07-26",,,,265,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-09-30",7.5,17.5,39.05,,7.7,66.7,82.5,130.4,53.5,360.7,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-10-02",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-10-04",,,,208.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-10-21",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-12-02",7.7,18.9,37.7,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-12-05",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2019-12-10",,,,178.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-01-14",7.01,19.1,28.4,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-01-15",,,,180,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-01-16",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-02-07",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-02-10",7.8,18.7,37.6,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-02-13",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-03-17",7.6,18.9,32.05,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-03-19",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-03-20",,,,,,,,,,295.1,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-04-14",7.7,18.3,24.9,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-04-16",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-05-12",,,,158.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-05-13",,,,,,66.7,62.5,104.3,62,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-06-09",7.7,14,44.5,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-06-10",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-06-11",,,,231.7,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-07-07",8.01,16.2,41.8,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-07-09",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-08-11",7.7,13,46.3,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-08-12",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-08-13",,,,193.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-08-14",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-09-09",7.5,17.2,40.05,,7.7,79.2,80,104.3,84.5,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-09-10",,,,,,,,,,393.4,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-09-11",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-09-16",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-09-18",,,,218.3,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26008,"2020-10-06",,,,,,,,,,,,"Le Bras des Lianes à Bellevue les Hauts"
26026,"2018-10-12",,,66,68.3,,,,,,508.2,,"Captage Ravine Batardeau"
26026,"2018-10-15",,,,,10.3,183.3,65,156.5,146.5,,,"Captage Ravine Batardeau"
26026,"2018-11-16",,,,,,,,,,,,"Captage Ravine Batardeau"
26075,"2014-03-05",,19,12.67,268.3,7.7,33.3,42.5,108.7,67.6,196.7,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2014-09-22",6.84,15.53,21.08,233.3,15.4,54.2,62.5,226.1,84.5,311.5,20.8,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2015-03-16",6.87,16.64,20.34,258.3,12.8,54.2,65,156.5,84.5,213.1,30.2,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2015-09-08",7.05,18.16,45.74,198.3,10.3,45.8,62.5,121.7,67.6,278.7,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2015-12-28",7,18.97,21.12,,,,,,,,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2016-03-22",7.49,19.31,23.3,,,,,,,,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2016-03-23",,,,,10.3,41.7,55,117.4,67.6,245.9,10.4,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2016-03-25",,,,205,,,,,,,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2016-10-10",6.79,15.3,20.3,,,,,,,,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2016-10-11",,,,,,,,,,196.7,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2016-10-12",,,,,7.7,45.8,47.5,95.7,70.4,,11.5,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2016-10-13",,,,,,,,,,,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26075,"2016-10-14",,,,185,,,,,,,,"Le Bras Piton au site dérivation vers Le Bras des Lianes"
26083,"1997-11-25",8.6,22.6,39,54.2,5.1,100,57.8,74.3,64.8,316.4,5.2,"La Ravine de l'Etang au Grand Etang"
26083,"1998-05-27",7.6,19.7,37.2,200,20.8,115.8,70.2,92.2,58.3,375.4,5.5,"La Ravine de l'Etang au Grand Etang"
26083,"1998-09-24",7.46,16,39,183.3,20.5,116.7,67.5,100,78.9,339.3,7.3,"La Ravine de l'Etang au Grand Etang"
26083,"1999-05-19",7.3,20,38.7,195,0,151.2,98,117.4,65.9,,2.7,"La Ravine de l'Etang au Grand Etang"
26083,"2000-06-14",8.23,16,43.3,158.3,,,,,78,360,7.1,"La Ravine de l'Etang au Grand Etang"
26083,"2000-10-31",7.3,17.6,37.5,145,5.1,129.2,120,82.6,,339.3,33.3,"La Ravine de l'Etang au Grand Etang"
26083,"2001-05-22",6.45,17.9,25.1,81.7,2.6,70.8,50,69.6,,178.7,0,"La Ravine de l'Etang au Grand Etang"
26083,"2001-10-23",6.57,16.4,31.5,135,2.6,100,40,73.9,,280.3,0,"La Ravine de l'Etang au Grand Etang"
26083,"2002-01-15",6.63,19,37.4,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2002-05-14",7.31,19.3,30,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2002-07-24",6.62,14.7,23.9,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2002-09-19",7.38,14.8,35.9,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2002-11-20",6.95,21.8,42.8,191.7,0.8,100,58,,61.4,229.5,24,"La Ravine de l'Etang au Grand Etang"
26083,"2003-07-08",7.5,16.6,37.2,,,112.5,58.8,,67.6,,11.8,"La Ravine de l'Etang au Grand Etang"
26083,"2003-12-10",7.13,19.6,34.6,,,84.2,52.2,,76.1,,9.4,"La Ravine de l'Etang au Grand Etang"
26083,"2004-05-11",7.73,18.4,27.4,,,74.2,43.2,,58,,7.4,"La Ravine de l'Etang au Grand Etang"
26083,"2004-12-01",7.65,17.7,34.6,,,104.2,60.8,,69.3,,7.4,"La Ravine de l'Etang au Grand Etang"
26083,"2005-02-22",7.56,20.7,30.7,,,83.7,41.2,,59.7,,7,"La Ravine de l'Etang au Grand Etang"
26083,"2005-08-03",7.33,15.4,29.7,,,84.2,44,,80.8,,11.8,"La Ravine de l'Etang au Grand Etang"
26083,"2005-11-21",7.55,17.7,44.1,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2006-02-21",7,20.9,29.4,,,70.8,60,,70.4,,,"La Ravine de l'Etang au Grand Etang"
26083,"2006-06-07",7.33,18,27.8,,,75,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2006-08-23",7.71,13.8,40.7,,,120.8,60,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2006-11-22",7.5,19.1,37.8,,,104.2,87.5,143.5,101.4,,,"La Ravine de l'Etang au Grand Etang"
26083,"2007-04-23",7.48,19.5,34.4,150,,91.7,50,73.9,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2007-08-20",7.4,15,47,186.7,23.1,125,67.5,95.7,90.1,,,"La Ravine de l'Etang au Grand Etang"
26083,"2007-09-17",7.861,15.9,15.6,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2007-11-05",,17.6,41.5,161.7,,120.8,62.5,78.3,59.2,,,"La Ravine de l'Etang au Grand Etang"
26083,"2008-07-30",7.7,14.1,32.8,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2008-07-31",,,,664.2,,87.5,47,70.4,81.4,250,,"La Ravine de l'Etang au Grand Etang"
26083,"2008-10-29",7.64,17.8,38.4,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2008-10-30",,,,377,,125.4,66,71.3,56.9,366,,"La Ravine de l'Etang au Grand Etang"
26083,"2009-02-16",7.73,23.4,28.2,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2009-02-17",,,,220,,76.7,45.5,66.5,,256,,"La Ravine de l'Etang au Grand Etang"
26083,"2009-06-01",7.74,19.6,37.4,,,,,,,,,"La Ravine de l'Etang au Grand Etang"
26083,"2009-06-02",,,,176.7,,111.2,60.5,72.6,58.6,348,,"La Ravine de l'Etang au Grand Etang"
