"Code","Date","pH","T (°C)","Cond (µS/cm)","SiO2 (μmol/L)","K (μmol/L)","Mg (μmol/L)","Ca (μmol/L)","Na (μmol/L)","Cl (μmol/L)","HCO3 (μmol/L)","SO4 (μmol/L)","Location"
12016,"1998-06-17",,,,,,,,,200,,,"Puits de la Rivière des Galets"
12016,"1998-09-16",,,,,,,,,202,,,"Puits de la Rivière des Galets"
12016,"1998-12-17",,,,,,,,,185.9,,,"Puits de la Rivière des Galets"
12016,"1999-03-16",,,,,,,,,204.8,,,"Puits de la Rivière des Galets"
12016,"1999-06-21",,,,,,,,,216.3,,,"Puits de la Rivière des Galets"
12016,"1999-09-14",,,,,,,,,174.6,,,"Puits de la Rivière des Galets"
12016,"1999-12-08",,,,,,,,,157.7,,,"Puits de la Rivière des Galets"
12016,"2001-04-05",,,,,,,,,188.7,,,"Puits de la Rivière des Galets"
12016,"2001-06-27",,,,428.3,71.8,270.8,430,865.2,157.7,1729.5,33.3,"Puits de la Rivière des Galets"
12016,"2001-07-04",,,,,,,,,123.9,,,"Puits de la Rivière des Galets"
12016,"2001-09-12",,,,488.3,43.6,171.2,400.8,756.5,188.7,1750,41.7,"Puits de la Rivière des Galets"
12016,"2002-01-09",,,,,,,,,219.7,,,"Puits de la Rivière des Galets"
12016,"2002-04-10",,,,,,,,,157.7,,,"Puits de la Rivière des Galets"
12016,"2002-04-16",,,,,38.5,,,765.2,157.7,,65.6,"Puits de la Rivière des Galets"
12016,"2002-07-02",,,,,,,,,157.7,,,"Puits de la Rivière des Galets"
12016,"2002-10-14",,,,,32.6,,,702.2,108.7,,37.6,"Puits de la Rivière des Galets"
12016,"2003-01-08",,,,,,,,,156.6,,,"Puits de la Rivière des Galets"
12016,"2003-04-16",,,,,37.7,,,690.9,119.7,,33.4,"Puits de la Rivière des Galets"
12016,"2003-07-09",,,,,,,,,162.8,,,"Puits de la Rivière des Galets"
12016,"2003-10-08",,,,,26.9,,,613.5,131.3,,32.3,"Puits de la Rivière des Galets"
12016,"2004-04-07",,,,,36.4,,,705.2,75.5,,24.9,"Puits de la Rivière des Galets"
12016,"2004-07-27",,,,,,,,,112.7,,,"Puits de la Rivière des Galets"
12016,"2004-10-05",,,,,33.1,,,689.6,101.4,,26.4,"Puits de la Rivière des Galets"
12016,"2005-01-11",,,,,,,,,122,,,"Puits de la Rivière des Galets"
12016,"2005-03-29",,,,,33.3,,,706.5,76.9,,23.5,"Puits de la Rivière des Galets"
12016,"2005-06-22",,,,,,,,,266.2,,,"Puits de la Rivière des Galets"
12016,"2005-10-25",,,,,29.7,,,719.6,92.7,,21.1,"Puits de la Rivière des Galets"
12016,"2006-01-17",,,,,,,,,111.8,,,"Puits de la Rivière des Galets"
12016,"2006-03-21",,,,,48.7,,,652.2,90.1,,21.9,"Puits de la Rivière des Galets"
12016,"2006-06-13",,,,,33.3,,,652.2,78.9,,24,"Puits de la Rivière des Galets"
12016,"2006-09-25",,,,337,30.8,220.8,350,608.7,98.6,,22.9,"Puits de la Rivière des Galets"
12016,"2006-12-11",,,,376.7,30.8,216.7,350,608.7,101.4,,,"Puits de la Rivière des Galets"
12016,"2007-03-26",,,,350,30.8,191.7,325,608.7,81.7,,,"Puits de la Rivière des Galets"
12016,"2007-06-18",,,,276.7,30.8,225,350,652.2,90.1,,,"Puits de la Rivière des Galets"
12016,"2007-09-03",,,,293.3,30.8,229.2,375,652.2,90.1,,,"Puits de la Rivière des Galets"
12016,"2007-11-19",,,,648.3,30.8,220.8,350,652.2,98.6,,24,"Puits de la Rivière des Galets"
12016,"2007-11-26",,,,,,,,,98.6,,,"Puits de la Rivière des Galets"
12016,"2008-03-17",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2008-03-18",,,,461.7,32.1,207.9,338.8,668.7,80.3,1588,23.3,"Puits de la Rivière des Galets"
12016,"2008-06-02",,,,420,34.1,215.4,356.5,669.1,87,1710,22.9,"Puits de la Rivière des Galets"
12016,"2008-08-18",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2008-08-19",,,,426.7,30.3,214.2,348.5,636.1,99.4,1678,21.4,"Puits de la Rivière des Galets"
12016,"2008-11-24",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2008-11-25",,,,513.3,31,225.8,364,656.5,73.5,1674,,"Puits de la Rivière des Galets"
12016,"2009-03-02",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2009-03-03",,,,445.8,33.3,213.8,348.2,674.3,83.1,1624,22.3,"Puits de la Rivière des Galets"
12016,"2009-06-08",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2009-06-09",,,,431.7,37.4,226.7,355,699.6,78.9,1734,22.7,"Puits de la Rivière des Galets"
12016,"2009-09-01",,,,465.8,28.7,232.1,370.2,664.3,77.2,1698,23.3,"Puits de la Rivière des Galets"
12016,"2009-11-30",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2009-12-01",,,,417.3,30.3,222.1,354.2,687,95.2,1694,22.9,"Puits de la Rivière des Galets"
12016,"2010-03-01",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2010-03-02",,,,459.3,36.2,217.1,342.5,697,91.5,1660,20.9,"Puits de la Rivière des Galets"
12016,"2010-06-14",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2010-06-15",,,,451.7,37.4,217.5,352.8,692.6,80.6,1756,20.8,"Puits de la Rivière des Galets"
12016,"2010-08-30",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2010-08-31",,,,420,32.6,200,323.5,628.3,86.2,1540,,"Puits de la Rivière des Galets"
12016,"2010-11-22",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2010-11-23",,,,448.3,33.6,210,349.5,650.4,96.3,1578,,"Puits de la Rivière des Galets"
12016,"2011-02-14",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2011-02-15",,,,431.7,32.6,202.9,345,634.3,83.7,1524,,"Puits de la Rivière des Galets"
12016,"2011-05-16",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2011-05-17",,,,324.5,32.6,214.6,355.2,676.1,85.4,1622,,"Puits de la Rivière des Galets"
12016,"2011-08-22",,,,,,,,,112.7,,,"Puits de la Rivière des Galets"
12016,"2011-08-23",,,,360,35.9,229.2,375,652.2,,1660,20.8,"Puits de la Rivière des Galets"
12016,"2011-11-21",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2011-11-22",,,,429.5,35.9,183.3,400,695.7,95.8,1720,20.8,"Puits de la Rivière des Galets"
12016,"2012-02-20",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2012-02-21",,,,396.7,38.5,241.7,375,695.7,104.2,1760,24,"Puits de la Rivière des Galets"
12016,"2012-05-21",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2012-05-22",,,,448,33.3,229.2,400,652.2,78.9,1700,,"Puits de la Rivière des Galets"
12016,"2012-08-20",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2012-08-21",,,,414.5,43.6,216.7,375,652.2,138,1700,26,"Puits de la Rivière des Galets"
12016,"2012-11-19",,,,,,,,,,,,"Puits de la Rivière des Galets"
12016,"2012-11-20",,,,385,35.9,250,400,695.7,132.4,1740,22.9,"Puits de la Rivière des Galets"
12016,"2013-02-19",,,,408.3,35.9,212.5,350,695.7,67.6,1803.3,20.8,"Puits de la Rivière des Galets"
12016,"2013-06-04",,,,421.7,33.3,220.8,350,695.7,87.3,1770.5,21.9,"Puits de la Rivière des Galets"
12016,"2013-08-27",,,,315,35.9,237.5,375,652.2,84.5,1573.8,24,"Puits de la Rivière des Galets"
12016,"2013-11-28",,,,240,35.9,254.2,400,695.7,135.2,1786.9,28.1,"Puits de la Rivière des Galets"
12046,"1998-06-17",,,,,,,,,1250.1,,,"Puits EDF"
12046,"1998-09-16",,,,,,,,,1500,,,"Puits EDF"
12046,"1998-12-17",,,,,,,,,1301.4,,,"Puits EDF"
12046,"1999-03-16",,,,,,,,,1065.6,,,"Puits EDF"
12046,"1999-06-21",,,,,,,,,1210.7,,,"Puits EDF"
12046,"1999-09-14",,,,,,,,,1093,,,"Puits EDF"
12046,"1999-12-08",,,,,,,,,1208.5,,,"Puits EDF"
12046,"2000-03-07",,,,,,,,,1281.7,,,"Puits EDF"
12046,"2001-04-05",,,,,,,,,1540.8,,,"Puits EDF"
12046,"2001-07-03",,,,,,,,,1453.5,,,"Puits EDF"
12046,"2001-09-27",,,,,,,,,1188.7,,,"Puits EDF"
12046,"2002-01-09",,,,,,,,,1408.5,,,"Puits EDF"
12046,"2002-04-10",,,,,,,,,1622.5,,,"Puits EDF"
12046,"2002-07-02",,,,,,,,,1493,,,"Puits EDF"
12046,"2002-10-23",,,,,,,,,1366.2,,,"Puits EDF"
12046,"2003-01-08",,,,,,,,,1622,,,"Puits EDF"
12046,"2003-04-16",,,,,,,,,2631,,,"Puits EDF"
12046,"2003-07-31",,,,,,,,,1673,,,"Puits EDF"
12046,"2003-10-08",,,,,,,,,1859.2,,,"Puits EDF"
12046,"2004-04-07",,,,,,,,,1604.8,,,"Puits EDF"
12046,"2004-07-27",,,,,,,,,1488.7,,,"Puits EDF"
12048,"1998-06-17",,,,,,,,,800,,,"FORAGE F4 PLAINE DES GALETS"
12048,"1998-09-16",,,,,,,,,1450.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"1998-12-17",,,,,,,,,1301.4,,,"FORAGE F4 PLAINE DES GALETS"
12048,"1999-03-16",,,,,,,,,1024.5,,,"FORAGE F4 PLAINE DES GALETS"
12048,"1999-06-21",,,,,,,,,1297.2,,,"FORAGE F4 PLAINE DES GALETS"
12048,"1999-09-14",,,,,,,,,1442.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"1999-12-08",,,,,,,,,1383.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2001-04-05",,,,,,,,,1585.9,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2001-07-04",,,,,,,,,1540.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2001-09-27",,,,,,,,,1836.6,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2002-01-09",,,,,,,,,1628.2,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2002-04-10",,,,,,,,,1580.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2002-07-02",,,,,,,,,1664.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2002-10-23",,,,,,,,,2540.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2003-01-08",,,,,,,,,2382.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2003-10-08",,,,,,,,,487.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2004-02-04",,,,,,,,,1185.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2004-04-07",,,,,,,,,1382.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2004-07-27",,,,,,,,,1709.9,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2004-10-05",,,,,,,,,1812.4,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2005-01-11",,,,,,,,,1916.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2005-03-29",,,,,,,,,1698.9,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2005-06-22",,,,,,,,,2127.6,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2006-01-17",,,,,,,,,2300,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2006-03-21",,,,,,,,,2515.5,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2006-06-13",,,,,,,,,2335.2,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2006-09-25",,,,,,,,,2464.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2006-12-11",,,,,,,,,2718.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2007-03-26",,,,,,,,,2636.6,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2007-06-18",,,,,,,,,2633.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2007-09-03",,,,,,,,,149.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2007-11-26",,,,,,,,,2126.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2008-05-26",,,,,,,,,121.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2008-08-18",,,,,,,,,109.9,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2008-11-24",,,,,,,,,135.2,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2009-03-02",,,,,,,,,270.4,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2009-06-08",,,,,,,,,253.5,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2009-09-01",,,,,,,,,2416.9,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2009-11-30",,,,,,,,,580.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2010-03-01",,,,,,,,,169,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2010-06-14",,,,,,,,,112.7,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2010-08-30",,,,,,,,,112.7,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2010-11-22",,,,,,,,,140.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2011-02-14",,,,,,,,,163.4,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2011-05-16",,,,,,,,,140.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2011-08-22",,,,,,,,,107,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2011-11-21",,,,,,,,,112.7,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2012-02-20",,,,,,,,,127.6,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2012-05-21",,,,,,,,,169,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2012-08-20",,,,,,,,,284.5,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2012-11-19",,,,,,,,,315.5,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2013-02-19",,,,,,,,,169,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2013-06-04",,,,,,,,,473.2,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2013-08-27",,,,,,,,,839.4,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2013-11-28",,,,,,,,,363.4,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2014-02-20",,,,,,,,,462,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2014-06-05",,,,,,,,,152.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2014-09-04",,,,,,,,,87.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2014-11-27",,,,,,,,,1583.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2015-02-26",,,,,,,,,2304.2,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2015-06-10",,,,,,,,,2140.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2015-09-03",,,,,,,,,2552.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2015-12-03",,,,,,,,,211.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2016-03-22",,,,,,,,,2107,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2016-06-27",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2016-06-28",,,,,,,,,112.7,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2016-09-20",,,,,,,,,1084.5,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2016-12-06",,,,,,,,,2583.1,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2017-01-03",,,,,,,,,2501.4,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2017-07-04",,,,,,,,,2284.5,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2017-09-05",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2017-09-07",,,,,,,,,2419.7,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2017-11-27",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2017-11-29",,,,,,,,,1366.2,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2018-01-29",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2018-01-30",,,,,,,,,847.9,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2018-04-18",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2018-04-19",,,,,,,,,2346.5,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2018-07-23",,,,,,,,,205.6,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2018-10-16",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2018-10-17",,,,,,,,,1887.3,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2019-02-26",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2019-03-04",,,,,,,,,693,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2019-05-14",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2019-05-15",,,,,,,,,129.6,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2019-08-26",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2019-08-27",,,,,,,,,140.8,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2019-11-05",,,,,,,,,129.6,,,"FORAGE F4 PLAINE DES GALETS"
12048,"2019-11-06",,,,,,,,,,,,"FORAGE F4 PLAINE DES GALETS"
12069,"1998-06-17",,,,,,,,,400,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"1998-09-16",,,,,,,,,650.1,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"1998-12-17",,,,,,,,,557.7,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"1999-03-16",,,,,,,,,451,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"1999-06-21",,,,,,,,,605.4,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"1999-09-14",,,,,,,,,611.3,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"1999-12-08",,,,,,,,,439.4,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2001-07-03",,,,,,,,,543.7,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2001-09-27",,,,,,,,,543.7,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2002-01-09",,,,,,,,,583.1,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2002-04-14",,,,,,,,,526.8,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2002-07-02",,,,,,,,,563.4,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2002-10-03",,,,,,,,,600,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2003-01-08",,,,,,,,,684.2,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2003-04-16",,,,,,,,,684.5,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2003-07-29",,,,,,,,,828.2,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2003-10-08",,,,,,,,,723.9,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2004-02-04",,,,,,,,,578.3,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2004-04-07",,,,,,,,,676.1,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2004-07-27",,,,,,,,,597.7,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2004-10-05",,,,,,,,,607.3,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2005-01-11",,,,,,,,,549.3,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2005-03-29",,,,,,,,,316.6,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2005-06-22",,,,,,,,,571.3,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2005-10-25",,,,,,,,,719.7,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2006-01-17",,,,,,,,,416.6,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2006-03-21",,,,,,,,,433.8,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2006-06-13",,,,,,,,,402.8,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2006-09-25",,,,,,,,,394.4,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2006-12-11",,,,,,,,,464.8,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2007-03-26",,,,,,,,,467.6,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2007-06-18",,,,,,,,,425.4,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2007-09-03",,,,,,,,,422.5,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2007-11-26",,,,,,,,,408.5,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2008-03-17",,,,,,,,,464.8,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2008-05-26",,,,,,,,,307,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2008-08-18",,,,,,,,,284.5,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2008-11-24",,,,,,,,,262,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2009-03-02",,,,,,,,,371.8,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2009-06-08",,,,,,,,,281.7,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2009-09-01",,,,,,,,,293,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2009-11-30",,,,,,,,,276.1,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2010-03-01",,,,,,,,,281.7,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2010-06-14",,,,,,,,,253.5,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2010-08-30",,,,,,,,,281.7,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2010-11-22",,,,,,,,,309.9,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2011-02-14",,,,,,,,,290.1,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2011-08-22",,,,,,,,,267.6,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2011-11-21",,,,,,,,,253.5,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2012-02-20",,,,,,,,,251.8,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2012-05-21",,,,,,,,,278.9,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2012-06-04",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2012-08-20",,,,,,,,,267.6,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2012-11-19",,,,,,,,,326.8,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2013-02-19",,,,,,,,,422.5,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2013-06-04",,,,,,,,,253.5,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2013-08-27",,,,,,,,,366.2,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2013-11-28",,,,,,,,,278.9,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2014-02-18",,,,570,56.4,387.5,400,826.1,222.5,2082,64.6,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2014-06-03",,,,685,64.1,458.3,475,913,228.2,2229.5,69.8,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2014-09-02",,,,663.3,56.4,500,450,913,225.4,2262.3,69.8,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2014-11-25",,,,693.3,61.5,416.7,450,913,197.2,2262.3,62.5,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2015-02-24",,,,713.3,64.1,458.3,475,913,231,2327.9,71.9,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2015-06-02",,,,525,61.5,458.3,450,913,216.9,2327.9,63.5,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2015-09-01",,,,770,64.1,416.7,450,913,216.9,2262.3,64.6,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2015-12-01",,,,821.7,56.4,404.2,450,826.1,200,2295.1,57.3,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2016-03-22",,,,,56.4,458.3,450,782.6,185.9,,54.2,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2016-03-23",,,,,,,,,,2327.9,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2016-03-25",,,,525,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2016-09-20",,,,,59,416.7,425,913,211.3,2311.5,62.5,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2016-09-22",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2016-09-23",,,,676.7,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2017-01-03",,,,,69.2,500,475,913,208.5,2278.7,59.4,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2017-01-05",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2017-01-06",,,,655,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2017-09-05",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2017-09-06",,,,,,,,,,2360.7,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2017-09-07",,,,,64.1,500,475,956.5,253.5,,68.7,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2017-09-08",,,,636.7,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2018-04-18",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2018-04-19",,,,,64.1,458.3,450,956.5,256.3,2360.7,67.7,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2018-04-20",,,,718.3,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2018-10-16",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2018-10-17",,,,,71.8,,450,956.5,214.1,2426.2,69.8,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2018-10-18",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2018-10-19",,,,673.3,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2018-10-22",,,,,,458.3,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2019-05-14",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2019-05-15",,,,,61.5,458.3,450,913,205.6,2311.5,65.6,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2019-05-16",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2019-05-17",,,,721.7,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2019-11-05",,,,,74.4,458.3,450,1000,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2019-11-06",,,,,,,,,374.6,2360.7,65.6,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2019-11-08",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2019-11-25",,,,615,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2020-01-29",,,,,66.7,458.3,450,956.5,194.4,,65.6,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2020-01-30",,,,,,,,,,2311.5,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2020-02-07",,,,780,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
12069,"2020-04-28",,,,,,,,,,,,"FORAGE P11-BIS PLAINE DES GALETS"
