"Code","Date","pH","T (°C)","Cond (µS/cm)","SiO2 (μmol/L)","K (μmol/L)","Mg (μmol/L)","Ca (μmol/L)","Na (μmol/L)","Cl (μmol/L)","HCO3 (μmol/L)","SO4 (μmol/L)"
21198,"2007-04-05",,,,485.0,38.5,179.2,197.5,213,56.6,901.6,
21198,"2007-06-13",,,,,,,,,,,
21198,"2007-06-14",,,,387.3,48.7,204.2,205,256.5,76.1,1065.6,26
21198,"2007-09-19",,,,,,,,,,,
21198,"2007-09-20",,,,340.0,46.2,200,202.5,260.9,81.7,950.8,
21198,"2007-12-03",,,,,,,,,,,
21198,"2007-12-04",,,,438.3,43.6,200,202.5,260.9,76.1,918,
21198,"2008-03-19",,,,,,,,,,,
21198,"2008-03-20",,,,411.7,47.7,193.8,198.5,280.4,84.8,960,
21198,"2008-05-21",,,,,,,,,,,
21198,"2008-05-22",,,,423.3,43.6,200,194,246.1,73.2,1024,
21198,"2008-09-03",,,,,,,,,,,
21198,"2008-09-04",,,,460.0,44.6,192.5,199.5,272.6,71.5,942,
21198,"2008-12-03",,,,,,,,,,,
21198,"2008-12-04",,,,546.3,46.4,196.2,198.2,289.6,73.5,938,
21198,"2009-03-25",,,,,,,,,,,
21198,"2009-03-26",,,,673.3,46.4,197.1,203.2,279.1,71.3,816,
21198,"2009-06-17",,,,,,,,,,,
21198,"2009-06-18",,,,440.0,46.2,189.6,196.8,275.2,72.7,908,
21198,"2009-10-22",,,,386.7,47.9,195.4,199.5,290,76.6,922,
21198,"2009-12-15",,,,,,,,,,,
21198,"2009-12-16",,,,415.0,46.9,198.3,201.2,296.5,72.7,906,
21198,"2010-03-17",,,,,,,,,,,
21198,"2010-03-18",,,,426.7,49.2,206.3,187.5,300.4,74.4,976,
21198,"2010-06-23",,,,264.3,55.1,195.4,204.2,302.6,81.4,932,
21198,"2010-09-29",,,,,,,,,,,
21198,"2011-04-11",,,,233.3,89.5,196.7,207.2,313.9,120.6,956,
21198,"2011-07-04",,,,,,,,,,,
21198,"2011-07-05",,,,283.3,46.2,225,220,304.3,73.2,944,
21198,"2011-09-12",,,,,,,,,,,
21198,"2011-09-14",,,,345.3,46.2,195.8,207.5,308.7,73.2,852,
21198,"2011-12-12",,,,,,,,,,,
21198,"2011-12-13",,,,385.0,48.7,200,220,313,73.2,896,
21198,"2012-03-21",,,,,,,,,,,
21198,"2012-03-22",,,,414.5,46.2,183.3,165,308.7,70.4,916,
21198,"2012-06-20",,,,,,,,,,,
21198,"2012-09-10",,,,,,,,,,,
21198,"2012-09-11",,,,573.5,48.7,183.3,227.5,317.4,76.1,920,
21198,"2012-12-10",,,,,,,,,,,
21198,"2012-12-11",,,,441.5,43.6,187.5,200,291.3,73.2,936,
21198,"2013-03-18",,,,310.0,48.7,183.3,192.5,308.7,67.6,983.6,
21198,"2013-07-01",,,,441.7,43.6,183.3,192.5,308.7,76.1,950.8,
21198,"2013-09-09",,,,280.0,48.7,191.7,202.5,321.7,70.4,1000,
21198,"2014-03-10",,,,326.7,51.3,187.5,207.5,330.4,67.6,1065.6,
21198,"2014-06-23",,,,233.3,51.3,187.5,195,317.4,67.6,1000,13.5
21198,"2014-09-24",,,,530.0,46.2,179.2,195,321.7,70.4,885.2,14.6
21198,"2014-12-16",,,,520.0,46.2,187.5,212.5,269.6,70.4,934.4,
21207,"2007-04-04",,,,,,,,,,,
21207,"2007-04-05",,,,249.3,25.6,,47.5,1043.5,52.1,409.8,
21207,"2007-06-13",,,,,,,,,,,
21207,"2007-06-14",,,,211.8,26.2,3.8,52.8,983,61.7,362.6,9.4
21207,"2007-09-19",,,,,,,,,,,
21207,"2007-09-20",,,,231.7,23.1,,50,1000,62,327.9,
21207,"2007-12-03",,,,,,,,,,,
21207,"2007-12-04",,,,456.7,23.1,,47.5,956.5,59.2,311.5,
21207,"2008-03-19",,,,,,,,,,,
21207,"2008-03-20",,,,85.0,23.1,,46.8,953,68.5,354,
21207,"2008-05-21",,,,,,,,,,,
21207,"2008-05-22",,,,318.3,12.6,,30.2,1668.3,87.3,1608,
21207,"2008-05-28",,,,,,,,,,,
21207,"2008-09-03",,,,,,,,,,,
21207,"2008-09-04",,,,290.0,17.7,,27,1430,91.5,162,
21207,"2008-12-03",,,,,,,,,,,
21207,"2008-12-04",,,,363.8,19.2,,29.2,1475.7,88.2,152,
21207,"2009-03-27",,,,,,,,,,,
21207,"2009-03-30",,,,258.3,199.5,,39.2,1139.6,241.7,180,
21207,"2009-06-17",,,,,,,,,,,
21207,"2009-06-18",,,,243.3,19,,34.2,1083.5,67.6,292,
21207,"2009-10-22",,,,333.3,22.1,,41.7,1140.9,67.6,320,
21207,"2009-12-15",,,,,,,,,,,
21207,"2009-12-16",,,,208.3,21.5,,47,1146.5,65.4,252,
21207,"2010-04-07",,,,,,,,,,,
21207,"2010-04-08",,,,226.7,186.7,,,1138.3,213.2,282,
21207,"2010-06-23",,,,75.3,21.5,,53.5,1138.3,66.2,288,
21207,"2010-09-29",,,,,,,,,,,
21207,"2011-03-07",,,,,,,,,,,
21207,"2011-03-08",,,,205.0,22.3,,50.2,1038.3,63.4,350,
21207,"2011-04-11",,,,138.3,27.9,,62.3,1086.5,73.2,346,
21207,"2011-07-04",,,,,,,,,,,
21207,"2011-07-05",,,,250.0,23.1,,55,1087,64.8,368,
21207,"2011-09-12",,,,,,,,,,,
21207,"2011-09-14",,,,192.7,23.1,,62.5,1087,73.2,268,
21207,"2011-12-12",,,,,,,,,,,
21207,"2011-12-13",,,,255.0,23.1,,,1565.2,62,96,
21207,"2012-03-21",,,,,,,,,,,
21207,"2012-03-22",,,,234.7,20.5,,52.5,1130.4,64.8,308,
21207,"2012-06-20",,,,,,,,,,,
21208,"2007-12-03",,,,,,,,,,,
21208,"2007-12-04",,,,253.3,20.5,,47.5,1000,59.2,295.1,
21208,"2008-03-19",,,,,,,,,,,
21208,"2008-03-20",,,,118.3,18.7,,39.2,901.7,59.2,474,
21208,"2011-11-14",,,,,,,,,,,
21208,"2011-11-15",,,,298.3,33.3,112.5,185,282.6,,640,
21208,"2012-09-10",,,,,,,,,,,
21208,"2012-09-11",,,,528.5,33.3,108.3,182.5,300,,660,20.8
21208,"2012-12-10",,,,,,,,,,,
21208,"2012-12-11",,,,381.7,25.6,104.2,165,287,,680,
21208,"2013-03-18",,,,375.0,33.3,100,152.5,278.3,45.1,704.9,
21208,"2013-07-01",,,,370.0,28.2,95.8,150,300,50.7,704.9,
21208,"2013-09-09",,,,293.3,33.3,108.3,177.5,287,47.9,737.7,22.9
21208,"2014-03-10",,,,291.7,35.9,104.2,162.5,300,42.3,754.1,
21208,"2014-06-23",,,,228.3,35.9,108.3,157.5,273.9,42.3,737.7,11.5
21209,"2007-12-03",,,,,,,,,,,
21209,"2007-12-04",,,,378.3,28.2,95.8,160,291.3,56.3,672.1,20.8
21209,"2008-03-19",,,,,,,,,,,
21209,"2008-03-20",,,,158.3,94.6,,37.8,847,136.1,512,
21209,"2008-09-03",,,,,,,,,,,
21209,"2008-09-04",,,,401.7,59,44.2,63.2,591.7,64.2,744,
21209,"2009-03-27",,,,,,,,,,,
21209,"2009-03-30",,,,513.3,14.4,,28.5,1286.5,66.5,170,
21209,"2011-03-08",,,,,,,,,58.6,,
21209,"2011-04-11",,,,,,,,,,,244.6
21209,"2011-07-05",,,,,,,,,,,
21209,"2012-12-11",,,,,,,,,,,47.9
21209,"2013-03-18",,,,,,79.2,,,,,
21209,"2013-09-09",,,,,,83.3,,,,,
21209,"2014-03-10",,,,300.0,51.3,79.2,120,478.3,47.9,786.9,
21209,"2014-12-16",,,,490.0,30.8,100,162.5,260.9,50.7,704.9,
21210,"2007-04-11",,,,,25.6,91.7,202.5,330.4,557.7,360.7,
21210,"2007-09-11",,,,280.0,32.1,133.3,250,347.8,628.2,409.8,29.2
21801,"2009-05-18",,,,,,,,,,,
21801,"2009-05-19",,,,826.7,16.2,,61.3,2129.1,709.9,0,39.8
21801,"2009-06-18",,,,955.0,13.8,,46.8,2056.5,673.5,0,37.3
21801,"2009-12-15",,,,,,,,,,,
21801,"2009-12-16",,,,948.3,16.4,,51.8,2004.3,612.7,0,33.9
21801,"2011-03-07",,,,,,,,,,,
21801,"2011-03-08",,,,816.7,11,,52.2,1612.2,388.7,16,23.6
21801,"2011-07-04",,,,,,,,,,,
21801,"2011-07-05",,,,750.0,12.8,,55,1652.2,377.5,0,22.9
21803,"2008-05-28",,,,200.0,135.9,16.7,87.5,867,158,424,
21803,"2011-04-11",,,,120.0,37.4,,57.5,855.2,74.1,480,
21803,"2011-07-04",,,,,,,,,,,
21803,"2011-07-05",,,,450.0,30.8,8.3,60,826.1,59.2,532,
21803,"2011-09-12",,,,,,,,,,,
21803,"2011-09-14",,,,177.7,25.6,,65,826.1,,412,
21803,"2011-12-12",,,,,,,,,,,
21803,"2011-12-13",,,,205.0,30.8,,37.5,826.1,,448,
21803,"2012-03-21",,,,,,,,,,,
21803,"2012-03-22",,,,195.5,25.6,8.3,60,826.1,,476,
21804,"2011-04-11",,,,110.0,23.6,,50.2,889.6,65.4,496,
21804,"2011-07-04",,,,,,,,,,,
21804,"2011-07-05",,,,466.7,20.5,8.3,45,869.6,59.2,512,
21804,"2011-09-12",,,,,,,,,,,
21804,"2011-09-14",,,,186.2,17.9,8.3,55,869.6,56.3,424,
21804,"2011-12-12",,,,,,,,,,,
21804,"2011-12-13",,,,186.7,23.1,,55,913,,492,
21804,"2012-03-21",,,,,,,,,,,
21804,"2012-03-22",,,,180.5,17.9,8.3,47.5,869.6,,536,
21805,"2008-12-03",,,,,,,,,,,
21805,"2008-12-04",,,,871.0,100.8,103.3,40.5,517.4,,720,
21805,"2011-11-15",,,,468.3,115.4,158.3,65,478.3,,792,
21805,"2012-03-21",,,,,,,,,,,
21805,"2012-03-22",,,,481.7,69.2,62.5,67.5,652.2,,540,
21806,"2011-03-10",,,,,,,,,,,
21806,"2011-03-14",,,,348.3,19.7,25,95.5,666.5,,680,
21806,"2011-07-04",,,,,,,,,,,
21806,"2011-07-05",,,,400.0,20.5,37.5,107.5,652.2,56.3,672,
21806,"2011-12-12",,,,,,,,,,,
21806,"2011-12-13",,,,565.0,21.5,29.2,137.5,608.7,56.3,636,
21806,"2012-03-21",,,,,,,,,,,
21806,"2012-03-22",,,,216.2,15.4,12.5,115,652.2,,684,
21807,"2010-04-07",,,,,,,,,,,
21807,"2010-04-08",,,,223.3,14.1,26.7,36.2,763,58.6,496,
21807,"2011-12-12",,,,,,,,,,,
21807,"2011-12-13",,,,313.3,33.3,33.3,107.5,652.2,59.2,668,
21807,"2012-03-21",,,,,,,,,,,
21807,"2012-03-22",,,,303.8,28.2,41.7,82.5,652.2,56.3,672,
21808,"2011-07-04",,,,,,,,,,,
21808,"2011-07-05",,,,366.7,61.5,91.7,77.5,565.2,59.2,688,
21808,"2011-12-12",,,,,,,,,,,
21808,"2011-12-13",,,,466.7,66.7,95.8,90,508.7,62,664,
21808,"2012-03-21",,,,,,,,,,,
21808,"2012-03-22",,,,399.5,56.4,83.3,70,565.2,56.3,652,
21809,"2011-03-10",,,,,,,,,,,
21809,"2011-03-14",,,,618.3,58.2,134.2,93.2,345.7,61.1,768,
21809,"2011-04-11",,,,230.0,60.5,68.3,83.5,549.6,68.7,634,
21809,"2011-12-12",,,,,,,,,,,
21809,"2011-12-13",,,,835.0,61.5,154.2,97.5,347.8,67.6,740,
21809,"2012-03-21",,,,,,,,,,,
21809,"2012-03-22",,,,429.5,56.4,141.7,82.5,334.8,62,700,
22050,"2001-07-03",,,,,,,,,250.7,,
22050,"2001-09-25",,,,,,,,,219.7,,
22050,"2002-01-10",,,,,,,,,250.7,,
22050,"2002-04-09",,,,,,,,,219.7,,
22050,"2002-07-02",,,,,,,,,281.7,,
22050,"2002-10-23",,,,,,,,,281.7,,
22050,"2003-04-14",,,,,,,,,383.1,,
22050,"2003-07-07",,,,,,,,,294.1,,
22050,"2003-10-08",,,,,,,,,484.5,,
22050,"2004-02-10",,,,,,,,,300.6,,
22050,"2004-04-14",,,,,,,,,275.5,,
22050,"2004-07-28",,,,,,,,,273.8,,
22050,"2004-09-29",,,,,,,,,117.5,,
22050,"2005-01-18",,,,,,,,,273.8,,
22050,"2005-03-15",,,,,,,,,313,,
22050,"2005-06-14",,,,,,,,,323.1,,
22050,"2005-10-05",,,,,,,,,413.8,,
22050,"2006-01-17",,,,,,,,,134.4,,
22050,"2014-02-17",,,,386.7,59,208.3,217.5,565.2,326.8,1000,32.3
22050,"2014-06-02",,,,663.3,66.7,187.5,202.5,565.2,338,852.5,31.2
22050,"2014-09-01",,,,678.3,61.5,216.7,195,565.2,335.2,901.6,30.2
22050,"2014-11-24",,,,900.0,41,216.7,205,408.7,315.5,934.4,25
22050,"2015-02-23",,,,730.0,66.7,191.7,225,565.2,338,934.4,36.5
22050,"2015-06-01",,,,521.7,59,175,195,565.2,332.4,852.5,32.3
22050,"2015-08-31",,,,711.7,64.1,175,195,565.2,332.4,852.5,32.3
22050,"2015-11-30",,,,703.3,61.5,162.5,187.5,521.7,301.4,918,30.2
22050,"2016-03-21",,,,,,,,,,,
22050,"2016-03-22",,,,,59,170.8,222.5,478.3,307,901.6,28.1
22050,"2016-03-25",,,,813.3,,,,,,,
22050,"2016-06-20",,,,,64.1,191.7,190,565.2,349.3,868.9,24
22050,"2016-06-23",,,,,,,,,,,
22050,"2016-06-24",,,,620.0,,,,,,,
22050,"2016-09-21",,,,,59,166.7,192.5,565.2,326.8,885.2,37.5
22050,"2016-09-22",,,,,,,,,,,
22050,"2016-09-23",,,,663.3,,,,,,,
22050,"2016-11-28",,,,,64.1,195.8,207.5,565.2,335.2,901.6,29.2
22050,"2016-12-01",,,,,,,,,,,
22050,"2016-12-02",,,,476.7,,,,,,,
22050,"2017-01-10",,,,,,,,,,,
22050,"2017-01-11",,,,,69.2,208.3,202.5,565.2,338,901.6,29.2
22050,"2017-01-13",,,,366.7,,,,,,,
22050,"2017-06-26",,,,,,,,,,,
22050,"2017-06-27",,,,,,,,,343.7,868.9,31.2
22050,"2017-06-28",,,,,56.4,191.7,185,565.2,,,
22050,"2017-06-30",,,,683.3,,,,,,,
22050,"2017-07-24",,,,,,,,,,,
22050,"2017-09-04",,,,,,,,,,,
22050,"2017-09-05",,,,,,,,,,885.2,
22050,"2017-09-06",,,,,,,,,,,
22050,"2017-09-07",,,,,64.1,195.8,207.5,565.2,343.7,,34.4
22050,"2017-09-08",,,,655.0,,,,,,,
22050,"2017-11-20",,,,,59,191.7,200,521.7,304.2,901.6,32.3
22050,"2017-11-22",,,,,,,,,,,
22050,"2017-11-24",,,,653.3,,,,,,,
22050,"2018-01-22",,,,,66.7,195.8,177.5,565.2,349.3,,34.4
22050,"2018-01-23",,,,,,,,,,885.2,
22050,"2018-01-24",,,,,,,,,,,
22050,"2018-01-25",,,,,,,,,,,
22050,"2018-01-26",,,,648.3,,,,,,,
22050,"2018-04-17",,,,,64.1,183.3,170,565.2,343.7,,30.2
22050,"2018-04-18",,,,,,,,,,868.9,
22050,"2018-04-19",,,,,,,,,,,
22050,"2018-04-20",,,,748.3,,,,,,,
22050,"2018-07-24",,,,,61.5,175,190,521.7,340.8,819.7,
22050,"2018-07-26",,,,,,,,,,,
22050,"2018-07-27",,,,651.7,,,,,,,
22050,"2018-10-15",,,,,61.5,200,210,565.2,332.4,901.6,31.2
22050,"2018-10-17",,,,,,,,,,,
22050,"2018-10-18",,,,,,,,,,,
22050,"2018-10-19",,,,648.3,,,,,,,
22050,"2019-02-11",,,,,,,,,,,
22050,"2019-02-12",,,,,,,,,,901.6,
22050,"2019-02-13",,,,,,,,,,,
22050,"2019-02-15",,,,761.7,,,,,,,
22050,"2019-02-27",,,,,66.7,241.7,240,565.2,354.9,,35.4
22050,"2019-04-24",,,,,64.1,200,197.5,565.2,354.9,918,34.4
22050,"2019-04-25",,,,,,,,,,,
22050,"2019-04-26",,,,738.3,,,,,,,
22050,"2019-08-26",,,,,,,,,,,
22050,"2019-08-27",,,,,64.1,204.2,210,565.2,329.6,918,32.3
22050,"2019-08-29",,,,,,,,,,,
22050,"2019-08-30",,,,626.7,,,,,,,
22050,"2019-11-19",,,,,74.4,220.8,212.5,565.2,340.8,1016.4,30.2
22050,"2019-11-20",,,,,,,,,,,
22050,"2019-11-21",,,,,,,,,,,
22050,"2019-11-25",,,,653.3,,,,,,,
22050,"2020-01-29",,,,,69.2,216.7,195,565.2,338,983.6,32.3
22050,"2020-01-30",,,,,,,,,,,
22050,"2020-01-31",,,,573.3,,,,,,,
22050,"2020-04-28",,,,,,,,,,,
22050,"2020-04-30",,,,,,,,,,,
22050,"2020-07-20",,,,,61.5,229.2,192.5,565.2,340.8,,30.2
22050,"2020-07-22",,,,,,,,,,,
22050,"2020-07-23",,,,,,,,,,,
22050,"2020-07-24",,,,668.3,,,,,,,
22050,"2020-07-27",,,,,,,,,,983.6,
22052,"1992-09-23",,,,,,,,,600,,
22052,"1992-12-16",,,,,,,,,700,,
22072,"1994-12-14",,,,,,,,,400,,
22072,"1995-03-22",,,,,,,,,350.1,,
22072,"1995-06-13",,,,,,,,,300,,
22072,"1995-09-13",,,,,,,,,350.1,,
22072,"1995-12-13",,,,,,,,,350.1,,
22072,"1996-03-13",,,,,,,,,350.1,,
22072,"1996-06-19",,,,,,,,,300,,
22072,"1996-09-18",,,,,,,,,350.1,,
22072,"1996-12-18",,,,,,,,,250.1,,
22072,"1997-03-19",,,,,,,,,349.3,,
22072,"1997-06-18",,,,,,,,,298.6,,
22072,"1997-09-17",,,,,,,,,350.1,,
22072,"1997-12-17",,,,,,,,,300,,
22072,"1998-03-17",,,,,,,,,200,,
22072,"1998-06-16",,,,,,,,,,,
22072,"1998-09-16",,,,,,,,,350.1,,
22072,"1998-12-16",,,,,,,,,418.3,,
22072,"1999-03-17",,,,,,,,,245.9,,
22072,"1999-06-21",,,,,,,,,259.4,,
22072,"1999-09-15",,,,,,,,,307,,
22072,"1999-12-07",,,,,,,,,219.7,,
22072,"2001-04-03",,,,,,,,,219.7,,
22072,"2001-07-03",,,,,,,,,219.7,,
22072,"2001-09-25",,,,,,,,,219.7,,
22072,"2002-01-07",,,,,,,,,250.7,,
22072,"2002-04-11",,,,,,,,,219.7,,
22072,"2002-07-02",,,,,,,,,219.7,,
22072,"2002-10-29",,,,,,,,,219.7,,
22072,"2003-01-06",,,,,,,,,250.4,,
22072,"2003-04-14",,,,,,,,,383.1,,
22072,"2003-07-07",,,,,,,,,262.8,,
22072,"2003-10-15",,,,,,,,,205.6,,
22072,"2004-02-10",,,,,,,,,256.6,,
22072,"2004-04-14",,,,,,,,,231.5,,
22072,"2004-07-28",,,,,,,,,159.7,,
22072,"2004-09-29",,,,,,,,,238.9,,
22072,"2005-01-25",,,,,,,,,163.4,,
22072,"2005-03-15",,,,,,,,,283.1,,
22072,"2005-06-14",,,,,,,,,280.3,,
22072,"2005-10-05",,,,,,,,,,,
22072,"2006-01-17",,,,,,,,,146.5,,
22072,"2006-03-20",,,,,38.5,,,426.1,225.4,,
22072,"2006-06-13",,,,,,,,408.7,253.5,,
22072,"2006-09-25",,,,400.8,,312.5,350,413,273.2,,
22072,"2006-11-28",,,,508.3,,316.7,350,413,247.9,,
22072,"2007-03-19",,,,508.3,38.5,316.7,350,408.7,225.4,,
22072,"2007-06-04",,,,458.3,38.5,320.8,350,421.7,231,,
22072,"2007-09-03",,,,348.3,38.5,333.3,350,426.1,250.7,,
22072,"2007-11-26",,,,696.7,38.5,325,350,434.8,239.4,,
22072,"2008-03-17",,,,,,,,,,,
22072,"2008-03-18",,,,478.3,39.5,332.5,365,431.3,235.5,1496,
22072,"2008-05-26",,,,,,,,,,,
22072,"2008-05-27",,,,373.3,38.7,332.5,378.5,421.7,221.4,1588,22.1
22072,"2008-08-18",,,,,,,,,,,
22072,"2008-08-19",,,,476.7,39.2,317.9,344.8,418.7,230.4,1528,
22072,"2008-11-24",,,,,,,,,,,
22072,"2008-11-25",,,,636.7,41,350.4,367.5,477,234.6,1552,
22072,"2009-03-02",,,,,,,,,,,
22072,"2009-03-03",,,,481.7,39.7,344.2,366.2,432.6,226.8,1514,
22072,"2009-06-08",,,,,,,,,,,
22072,"2009-06-09",,,,501.7,42.8,346.7,350.2,423.5,231,1528,
22072,"2009-08-31",,,,,,,,,,,
22072,"2009-09-01",,,,535.0,39,363.3,371.2,423,240,1538,
22072,"2009-11-30",,,,,,,,,,,
22072,"2009-12-01",,,,492.8,39.2,349.2,361,428.7,233,1572,
22072,"2010-03-01",,,,,,,,,,,
22072,"2010-03-02",,,,495.3,44.9,349.2,364.5,440,237.2,1574,
22072,"2010-06-14",,,,,,,,,,,
22072,"2010-06-15",,,,505.0,45.4,347.1,363.5,444.3,234.6,1622,
22072,"2010-08-30",,,,,,,,,,,
22072,"2010-08-31",,,,275.0,42.3,358.7,383.2,458.3,227.3,1620,21.6
22072,"2010-11-22",,,,,,,,,,,
22072,"2010-11-23",,,,491.7,43.6,369.6,404,461.3,240.3,1654,
22072,"2011-02-14",,,,,,,,,,,
22072,"2011-02-15",,,,493.3,42.3,368.3,408.8,438.3,240.6,1660,
22072,"2011-05-16",,,,,,,,,,,
22072,"2011-05-17",,,,414.5,42.1,372.5,407.5,463,243.9,1654,
22072,"2011-08-22",,,,,,,,,245.1,,
22072,"2011-08-23",,,,411.7,43.6,375,400,434.8,,1640,
22072,"2011-11-21",,,,,,,,,,,
22072,"2011-11-22",,,,516.5,43.6,395.8,425,434.8,242.3,1680,
22072,"2012-02-20",,,,,,,,,,,
22072,"2012-02-21",,,,450.8,43.6,391.7,425,434.8,236.6,1700,
22072,"2012-05-21",,,,,,,,,,,
22072,"2012-05-22",,,,546.3,41,366.7,450,434.8,239.4,1760,
22072,"2012-08-20",,,,,,,,,,,
22072,"2012-08-21",,,,496.8,43.6,329.2,375,434.8,242.3,1740,
22072,"2012-11-19",,,,,,,,,,,
22072,"2012-11-20",,,,490.0,43.6,383.3,425,434.8,228.2,1720,
22072,"2013-02-18",,,,516.7,43.6,379.2,400,434.8,231,1819.7,17.7
22072,"2013-06-03",,,,541.7,38.5,387.5,400,478.3,242.3,1868.9,19.8
22072,"2013-08-26",,,,458.3,46.2,400,425,478.3,259.2,1770.5,19.8
22072,"2013-11-25",,,,375.0,43.6,400,425,478.3,239.4,1803.3,18.8
22072,"2014-02-17",,,,516.7,48.7,387.5,400,478.3,264.8,1852.5,21.9
22072,"2014-06-02",,,,478.3,48.7,400,425,478.3,211.3,1836.1,12.5
22072,"2014-09-01",,,,268.3,43.6,458.3,425,478.3,239.4,1885.2,17.7
22072,"2014-11-24",,,,686.7,53.8,391.7,425,521.7,228.2,1918,17.7
22072,"2015-03-17",,,,353.3,46.2,458.3,425,521.7,281.7,1901.6,16.7
22072,"2015-06-01",,,,293.3,46.2,412.5,450,478.3,236.6,1950.8,19.8
22072,"2015-08-31",,,,731.7,46.2,416.7,450,478.3,242.3,1918,17.7
22072,"2015-11-30",,,,563.3,43.6,,450,434.8,216.9,1950.8,16.7
22072,"2016-03-21",,,,,,,,,,,
22072,"2016-03-22",,,,,48.7,458.3,450,434.8,216.9,1983.6,17.7
22072,"2016-03-25",,,,381.7,,,,,,,
22072,"2016-06-20",,,,,51.3,458.3,450,478.3,247.9,1967.2,
22072,"2016-06-23",,,,,,,,,,,
22072,"2016-06-24",,,,356.7,,,,,,,
22072,"2016-09-19",,,,,43.6,362.5,450,478.3,202.8,1950.8,14.6
22072,"2016-09-22",,,,,,,,,,,
22072,"2016-09-23",,,,630.0,,,,,,,
22072,"2016-11-28",,,,,46.2,416.7,450,478.3,250.7,2000,17.7
22072,"2016-12-01",,,,,,,,,,,
22072,"2016-12-02",,,,451.7,,,,,,,
22072,"2016-12-06",,,,,,,,,,,
22072,"2017-01-10",,,,,,,,,,,
22072,"2017-01-11",,,,,41,458.3,450,478.3,239.4,1967.2,16.7
22072,"2017-01-13",,,,500.0,,,,,,,
22072,"2017-06-26",,,,,,,,,,,
22072,"2017-06-27",,,,,,,,,245.1,1967.2,17.7
22072,"2017-06-28",,,,,46.2,458.3,450,478.3,,,
22072,"2017-06-30",,,,485.0,,,,,,,
22072,"2017-07-24",,,,,,,,,,,
22072,"2017-09-04",,,,,41,458.3,475,478.3,245.1,,17.7
22072,"2017-09-05",,,,,,,,,,2000,
22072,"2017-09-06",,,,,,,,,,,
22072,"2017-09-08",,,,473.3,,,,,,,
22072,"2017-11-20",,,,,46.2,416.7,425,478.3,239.4,1967.2,19.8
22072,"2017-11-22",,,,,,,,,,,
22072,"2017-11-24",,,,451.7,,,,,,,
22072,"2018-01-22",,,,,43.6,458.3,450,478.3,250.7,,19.8
22072,"2018-01-23",,,,,,,,,,2016.4,
22072,"2018-01-24",,,,,,,,,,,
22072,"2018-01-25",,,,,,,,,,,
22072,"2018-01-26",,,,445.0,,,,,,,
22072,"2018-04-17",,,,,48.7,416.7,450,478.3,245.1,,18.8
22072,"2018-04-18",,,,,,,,,,2016.4,
22072,"2018-04-19",,,,,,,,,,,
22072,"2018-04-20",,,,540.0,,,,,,,
22072,"2018-07-16",,,,,48.7,416.7,425,478.3,233.8,2016.4,12.5
22072,"2018-07-17",,,,,,,,,,,
22072,"2018-07-18",,,,,,,,,,,
22072,"2018-07-20",,,,350.0,,,,,,,
22072,"2018-07-22",,,,,,,,,,,
22072,"2018-10-15",,,,,41,416.7,450,521.7,236.6,2065.6,16.7
22072,"2018-10-17",,,,,,,,,,,
22072,"2018-10-18",,,,,,,,,,,
22072,"2018-10-19",,,,486.7,,,,,,,
22072,"2019-02-11",,,,,,,,,,,
22072,"2019-02-12",,,,,,,,,,2016.4,
22072,"2019-02-13",,,,,,,,,,,
22072,"2019-02-15",,,,573.3,,,,,,,
22072,"2019-02-27",,,,,59,458.3,425,521.7,278.9,,19.8
22072,"2019-04-24",,,,,46.2,458.3,475,478.3,245.1,2032.8,17.7
22072,"2019-04-25",,,,,,,,,,,
22072,"2019-04-26",,,,553.3,,,,,,,
22072,"2019-08-26",,,,,,,,,,,
22072,"2019-08-27",,,,,43.6,458.3,450,521.7,259.2,2032.8,20.8
22072,"2019-08-29",,,,,,,,,,,
22072,"2019-08-30",,,,475.0,,,,,,,
22072,"2019-11-19",,,,,56.4,458.3,450,521.7,276.1,2082,18.8
22072,"2019-11-20",,,,,,,,,,,
22072,"2019-11-21",,,,,,,,,,,
22072,"2019-11-25",,,,451.7,,,,,,,
22072,"2020-01-27",,,,,,,,,,2049.2,
22072,"2020-01-28",,,,,46.2,416.7,425,478.3,225.4,,17.7
22072,"2020-01-30",,,,,,,,,,,
22072,"2020-01-31",,,,451.7,,,,,,,
22072,"2020-04-21",,,,,,,,,,,
22072,"2020-07-27",,,,,,500,450,478.3,228.2,,15.6
22072,"2020-07-30",,,,,,,,,,2000,
22072,"2020-07-31",,,,485.0,,,,,,,
22130,"2001-06-27",,,,161.7,30.8,100,120,143.5,123.9,360.7,8.6
22130,"2001-09-11",,,,378.3,56.4,170.8,270,478.3,188.7,1250,22.6
22130,"2001-09-25",,,,,,,,,157.7,,
22130,"2002-01-10",,,,,,,,,312.7,,
22130,"2002-04-09",,,,,,,,,188.7,,
22130,"2002-04-16",,,,,48.7,,,460.9,188.7,1420,36.5
22130,"2002-07-02",,,,,,,,,219.7,,
22130,"2002-10-23",,,,,40,,,470,145.4,1294,27.8
22130,"2003-01-09",,,,,,,,,250.4,,
22130,"2003-04-14",,,,,37.7,,,455.7,144.8,,27.5
22130,"2003-07-07",,,,,,,,,194.1,,
22130,"2003-10-08",,,,,36.9,,,439.6,164.2,,28.3
22130,"2004-02-10",,,,,,,,,231.5,,
22130,"2004-04-14",,,,,92.3,,,492.2,216.3,,20.9
