"Code","Date","pH","T (°C)","Cond (µS/cm)","SiO2 (μmol/L)","K (μmol/L)","Mg (μmol/L)","Ca (μmol/L)","Na (μmol/L)","Cl (μmol/L)","HCO3 (μmol/L)","SO4 (μmol/L)"
12016,"1998-06-17",,,,,,,,,200,,
12016,"1998-09-16",,,,,,,,,202,,
12016,"1998-12-17",,,,,,,,,185.9,,
12016,"1999-03-16",,,,,,,,,204.8,,
12016,"1999-06-21",,,,,,,,,216.3,,
12016,"1999-09-14",,,,,,,,,174.6,,
12016,"1999-12-08",,,,,,,,,157.7,,
12016,"2001-04-05",,,,,,,,,188.7,,
12016,"2001-06-27",,,,428.3,71.8,270.8,430,865.2,157.7,1729.5,33.3
12016,"2001-07-04",,,,,,,,,123.9,,
12016,"2001-09-12",,,,488.3,43.6,171.2,400.8,756.5,188.7,1750,41.7
12016,"2002-01-09",,,,,,,,,219.7,,
12016,"2002-04-10",,,,,,,,,157.7,,
12016,"2002-04-16",,,,,38.5,,,765.2,157.7,,65.6
12016,"2002-07-02",,,,,,,,,157.7,,
12016,"2002-10-14",,,,,32.6,,,702.2,108.7,,37.6
12016,"2003-01-08",,,,,,,,,156.6,,
12016,"2003-04-16",,,,,37.7,,,690.9,119.7,,33.4
12016,"2003-07-09",,,,,,,,,162.8,,
12016,"2003-10-08",,,,,26.9,,,613.5,131.3,,32.3
12016,"2004-04-07",,,,,36.4,,,705.2,75.5,,24.9
12016,"2004-07-27",,,,,,,,,112.7,,
12016,"2004-10-05",,,,,33.1,,,689.6,101.4,,26.4
12016,"2005-01-11",,,,,,,,,122,,
12016,"2005-03-29",,,,,33.3,,,706.5,76.9,,23.5
12016,"2005-06-22",,,,,,,,,266.2,,
12016,"2005-10-25",,,,,29.7,,,719.6,92.7,,21.1
12016,"2006-01-17",,,,,,,,,111.8,,
12016,"2006-03-21",,,,,48.7,,,652.2,90.1,,21.9
12016,"2006-06-13",,,,,33.3,,,652.2,78.9,,24
12016,"2006-09-25",,,,337.0,30.8,220.8,350,608.7,98.6,,22.9
12016,"2006-12-11",,,,376.7,30.8,216.7,350,608.7,101.4,,
12016,"2007-03-26",,,,350.0,30.8,191.7,325,608.7,81.7,,
12016,"2007-06-18",,,,276.7,30.8,225,350,652.2,90.1,,
12016,"2007-09-03",,,,293.3,30.8,229.2,375,652.2,90.1,,
12016,"2007-11-19",,,,648.3,30.8,220.8,350,652.2,98.6,,24
12016,"2007-11-26",,,,,,,,,98.6,,
12016,"2008-03-17",,,,,,,,,,,
12016,"2008-03-18",,,,461.7,32.1,207.9,338.8,668.7,80.3,1588,23.3
12016,"2008-06-02",,,,420.0,34.1,215.4,356.5,669.1,87,1710,22.9
12016,"2008-08-18",,,,,,,,,,,
12016,"2008-08-19",,,,426.7,30.3,214.2,348.5,636.1,99.4,1678,21.4
12016,"2008-11-24",,,,,,,,,,,
12016,"2008-11-25",,,,513.3,31,225.8,364,656.5,73.5,1674,
12016,"2009-03-02",,,,,,,,,,,
12016,"2009-03-03",,,,445.8,33.3,213.8,348.2,674.3,83.1,1624,22.3
12016,"2009-06-08",,,,,,,,,,,
12016,"2009-06-09",,,,431.7,37.4,226.7,355,699.6,78.9,1734,22.7
12016,"2009-09-01",,,,465.8,28.7,232.1,370.2,664.3,77.2,1698,23.3
12016,"2009-11-30",,,,,,,,,,,
12016,"2009-12-01",,,,417.3,30.3,222.1,354.2,687,95.2,1694,22.9
12016,"2010-03-01",,,,,,,,,,,
12016,"2010-03-02",,,,459.3,36.2,217.1,342.5,697,91.5,1660,20.9
12016,"2010-06-14",,,,,,,,,,,
12016,"2010-06-15",,,,451.7,37.4,217.5,352.8,692.6,80.6,1756,20.8
12016,"2010-08-30",,,,,,,,,,,
12016,"2010-08-31",,,,420.0,32.6,200,323.5,628.3,86.2,1540,
12016,"2010-11-22",,,,,,,,,,,
12016,"2010-11-23",,,,448.3,33.6,210,349.5,650.4,96.3,1578,
12016,"2011-02-14",,,,,,,,,,,
12016,"2011-02-15",,,,431.7,32.6,202.9,345,634.3,83.7,1524,
12016,"2011-05-16",,,,,,,,,,,
12016,"2011-05-17",,,,324.5,32.6,214.6,355.2,676.1,85.4,1622,
12016,"2011-08-22",,,,,,,,,112.7,,
12016,"2011-08-23",,,,360.0,35.9,229.2,375,652.2,,1660,20.8
12016,"2011-11-21",,,,,,,,,,,
12016,"2011-11-22",,,,429.5,35.9,183.3,400,695.7,95.8,1720,20.8
12016,"2012-02-20",,,,,,,,,,,
12016,"2012-02-21",,,,396.7,38.5,241.7,375,695.7,104.2,1760,24
12016,"2012-05-21",,,,,,,,,,,
12016,"2012-05-22",,,,448.0,33.3,229.2,400,652.2,78.9,1700,
12016,"2012-08-20",,,,,,,,,,,
12016,"2012-08-21",,,,414.5,43.6,216.7,375,652.2,138,1700,26
12016,"2012-11-19",,,,,,,,,,,
12016,"2012-11-20",,,,385.0,35.9,250,400,695.7,132.4,1740,22.9
12016,"2013-02-19",,,,408.3,35.9,212.5,350,695.7,67.6,1803.3,20.8
12016,"2013-06-04",,,,421.7,33.3,220.8,350,695.7,87.3,1770.5,21.9
12016,"2013-08-27",,,,315.0,35.9,237.5,375,652.2,84.5,1573.8,24
12016,"2013-11-28",,,,240.0,35.9,254.2,400,695.7,135.2,1786.9,28.1
12046,"1998-06-17",,,,,,,,,1250.1,,
12046,"1998-09-16",,,,,,,,,1500,,
12046,"1998-12-17",,,,,,,,,1301.4,,
12046,"1999-03-16",,,,,,,,,1065.6,,
12046,"1999-06-21",,,,,,,,,1210.7,,
12046,"1999-09-14",,,,,,,,,1093,,
12046,"1999-12-08",,,,,,,,,1208.5,,
12046,"2000-03-07",,,,,,,,,1281.7,,
12046,"2001-04-05",,,,,,,,,1540.8,,
12046,"2001-07-03",,,,,,,,,1453.5,,
12046,"2001-09-27",,,,,,,,,1188.7,,
12046,"2002-01-09",,,,,,,,,1408.5,,
12046,"2002-04-10",,,,,,,,,1622.5,,
12046,"2002-07-02",,,,,,,,,1493,,
12046,"2002-10-23",,,,,,,,,1366.2,,
12046,"2003-01-08",,,,,,,,,1622,,
12046,"2003-04-16",,,,,,,,,2631,,
12046,"2003-07-31",,,,,,,,,1673,,
12046,"2003-10-08",,,,,,,,,1859.2,,
12046,"2004-04-07",,,,,,,,,1604.8,,
12046,"2004-07-27",,,,,,,,,1488.7,,
12048,"1998-06-17",,,,,,,,,800,,
12048,"1998-09-16",,,,,,,,,1450.1,,
12048,"1998-12-17",,,,,,,,,1301.4,,
12048,"1999-03-16",,,,,,,,,1024.5,,
12048,"1999-06-21",,,,,,,,,1297.2,,
12048,"1999-09-14",,,,,,,,,1442.3,,
12048,"1999-12-08",,,,,,,,,1383.1,,
12048,"2001-04-05",,,,,,,,,1585.9,,
12048,"2001-07-04",,,,,,,,,1540.8,,
12048,"2001-09-27",,,,,,,,,1836.6,,
12048,"2002-01-09",,,,,,,,,1628.2,,
12048,"2002-04-10",,,,,,,,,1580.3,,
12048,"2002-07-02",,,,,,,,,1664.8,,
12048,"2002-10-23",,,,,,,,,2540.8,,
12048,"2003-01-08",,,,,,,,,2382.3,,
12048,"2003-10-08",,,,,,,,,487.3,,
12048,"2004-02-04",,,,,,,,,1185.1,,
12048,"2004-04-07",,,,,,,,,1382.8,,
12048,"2004-07-27",,,,,,,,,1709.9,,
12048,"2004-10-05",,,,,,,,,1812.4,,
12048,"2005-01-11",,,,,,,,,1916.1,,
12048,"2005-03-29",,,,,,,,,1698.9,,
12048,"2005-06-22",,,,,,,,,2127.6,,
12048,"2006-01-17",,,,,,,,,2300,,
12048,"2006-03-21",,,,,,,,,2515.5,,
12048,"2006-06-13",,,,,,,,,2335.2,,
12048,"2006-09-25",,,,,,,,,2464.8,,
12048,"2006-12-11",,,,,,,,,2718.3,,
12048,"2007-03-26",,,,,,,,,2636.6,,
12048,"2007-06-18",,,,,,,,,2633.8,,
12048,"2007-09-03",,,,,,,,,149.3,,
12048,"2007-11-26",,,,,,,,,2126.8,,
12048,"2008-05-26",,,,,,,,,121.1,,
12048,"2008-08-18",,,,,,,,,109.9,,
12048,"2008-11-24",,,,,,,,,135.2,,
12048,"2009-03-02",,,,,,,,,270.4,,
12048,"2009-06-08",,,,,,,,,253.5,,
12048,"2009-09-01",,,,,,,,,2416.9,,
12048,"2009-11-30",,,,,,,,,580.3,,
12048,"2010-03-01",,,,,,,,,169,,
12048,"2010-06-14",,,,,,,,,112.7,,
12048,"2010-08-30",,,,,,,,,112.7,,
12048,"2010-11-22",,,,,,,,,140.8,,
12048,"2011-02-14",,,,,,,,,163.4,,
12048,"2011-05-16",,,,,,,,,140.8,,
12048,"2011-08-22",,,,,,,,,107,,
12048,"2011-11-21",,,,,,,,,112.7,,
12048,"2012-02-20",,,,,,,,,127.6,,
12048,"2012-05-21",,,,,,,,,169,,
12048,"2012-08-20",,,,,,,,,284.5,,
12048,"2012-11-19",,,,,,,,,315.5,,
12048,"2013-02-19",,,,,,,,,169,,
12048,"2013-06-04",,,,,,,,,473.2,,
12048,"2013-08-27",,,,,,,,,839.4,,
12048,"2013-11-28",,,,,,,,,363.4,,
12048,"2014-02-20",,,,,,,,,462,,
12048,"2014-06-05",,,,,,,,,152.1,,
12048,"2014-09-04",,,,,,,,,87.3,,
12048,"2014-11-27",,,,,,,,,1583.1,,
12048,"2015-02-26",,,,,,,,,2304.2,,
12048,"2015-06-10",,,,,,,,,2140.8,,
12048,"2015-09-03",,,,,,,,,2552.1,,
12048,"2015-12-03",,,,,,,,,211.3,,
12048,"2016-03-22",,,,,,,,,2107,,
12048,"2016-06-27",,,,,,,,,,,
12048,"2016-06-28",,,,,,,,,112.7,,
12048,"2016-09-20",,,,,,,,,1084.5,,
12048,"2016-12-06",,,,,,,,,2583.1,,
12048,"2017-01-03",,,,,,,,,2501.4,,
12048,"2017-07-04",,,,,,,,,2284.5,,
12048,"2017-09-05",,,,,,,,,,,
12048,"2017-09-07",,,,,,,,,2419.7,,
12048,"2017-11-27",,,,,,,,,,,
12048,"2017-11-29",,,,,,,,,1366.2,,
12048,"2018-01-29",,,,,,,,,,,
12048,"2018-01-30",,,,,,,,,847.9,,
12048,"2018-04-18",,,,,,,,,,,
12048,"2018-04-19",,,,,,,,,2346.5,,
12048,"2018-07-23",,,,,,,,,205.6,,
12048,"2018-10-16",,,,,,,,,,,
12048,"2018-10-17",,,,,,,,,1887.3,,
12048,"2019-02-26",,,,,,,,,,,
12048,"2019-03-04",,,,,,,,,693,,
12048,"2019-05-14",,,,,,,,,,,
12048,"2019-05-15",,,,,,,,,129.6,,
12048,"2019-08-26",,,,,,,,,,,
12048,"2019-08-27",,,,,,,,,140.8,,
12048,"2019-11-05",,,,,,,,,129.6,,
12048,"2019-11-06",,,,,,,,,,,
12069,"1998-06-17",,,,,,,,,400,,
12069,"1998-09-16",,,,,,,,,650.1,,
12069,"1998-12-17",,,,,,,,,557.7,,
12069,"1999-03-16",,,,,,,,,451,,
12069,"1999-06-21",,,,,,,,,605.4,,
12069,"1999-09-14",,,,,,,,,611.3,,
12069,"1999-12-08",,,,,,,,,439.4,,
12069,"2001-07-03",,,,,,,,,543.7,,
12069,"2001-09-27",,,,,,,,,543.7,,
12069,"2002-01-09",,,,,,,,,583.1,,
12069,"2002-04-14",,,,,,,,,526.8,,
12069,"2002-07-02",,,,,,,,,563.4,,
12069,"2002-10-03",,,,,,,,,600,,
12069,"2003-01-08",,,,,,,,,684.2,,
12069,"2003-04-16",,,,,,,,,684.5,,
12069,"2003-07-29",,,,,,,,,828.2,,
12069,"2003-10-08",,,,,,,,,723.9,,
12069,"2004-02-04",,,,,,,,,578.3,,
12069,"2004-04-07",,,,,,,,,676.1,,
12069,"2004-07-27",,,,,,,,,597.7,,
12069,"2004-10-05",,,,,,,,,607.3,,
12069,"2005-01-11",,,,,,,,,549.3,,
12069,"2005-03-29",,,,,,,,,316.6,,
12069,"2005-06-22",,,,,,,,,571.3,,
12069,"2005-10-25",,,,,,,,,719.7,,
12069,"2006-01-17",,,,,,,,,416.6,,
12069,"2006-03-21",,,,,,,,,433.8,,
12069,"2006-06-13",,,,,,,,,402.8,,
12069,"2006-09-25",,,,,,,,,394.4,,
12069,"2006-12-11",,,,,,,,,464.8,,
12069,"2007-03-26",,,,,,,,,467.6,,
12069,"2007-06-18",,,,,,,,,425.4,,
12069,"2007-09-03",,,,,,,,,422.5,,
12069,"2007-11-26",,,,,,,,,408.5,,
12069,"2008-03-17",,,,,,,,,464.8,,
12069,"2008-05-26",,,,,,,,,307,,
12069,"2008-08-18",,,,,,,,,284.5,,
12069,"2008-11-24",,,,,,,,,262,,
12069,"2009-03-02",,,,,,,,,371.8,,
12069,"2009-06-08",,,,,,,,,281.7,,
12069,"2009-09-01",,,,,,,,,293,,
12069,"2009-11-30",,,,,,,,,276.1,,
12069,"2010-03-01",,,,,,,,,281.7,,
12069,"2010-06-14",,,,,,,,,253.5,,
12069,"2010-08-30",,,,,,,,,281.7,,
12069,"2010-11-22",,,,,,,,,309.9,,
12069,"2011-02-14",,,,,,,,,290.1,,
12069,"2011-08-22",,,,,,,,,267.6,,
12069,"2011-11-21",,,,,,,,,253.5,,
12069,"2012-02-20",,,,,,,,,251.8,,
12069,"2012-05-21",,,,,,,,,278.9,,
12069,"2012-06-04",,,,,,,,,,,
12069,"2012-08-20",,,,,,,,,267.6,,
12069,"2012-11-19",,,,,,,,,326.8,,
12069,"2013-02-19",,,,,,,,,422.5,,
12069,"2013-06-04",,,,,,,,,253.5,,
12069,"2013-08-27",,,,,,,,,366.2,,
12069,"2013-11-28",,,,,,,,,278.9,,
12069,"2014-02-18",,,,570.0,56.4,387.5,400,826.1,222.5,2082,64.6
12069,"2014-06-03",,,,685.0,64.1,458.3,475,913,228.2,2229.5,69.8
12069,"2014-09-02",,,,663.3,56.4,500,450,913,225.4,2262.3,69.8
12069,"2014-11-25",,,,693.3,61.5,416.7,450,913,197.2,2262.3,62.5
12069,"2015-02-24",,,,713.3,64.1,458.3,475,913,231,2327.9,71.9
12069,"2015-06-02",,,,525.0,61.5,458.3,450,913,216.9,2327.9,63.5
12069,"2015-09-01",,,,770.0,64.1,416.7,450,913,216.9,2262.3,64.6
12069,"2015-12-01",,,,821.7,56.4,404.2,450,826.1,200,2295.1,57.3
12069,"2016-03-22",,,,,56.4,458.3,450,782.6,185.9,,54.2
12069,"2016-03-23",,,,,,,,,,2327.9,
12069,"2016-03-25",,,,525.0,,,,,,,
12069,"2016-09-20",,,,,59,416.7,425,913,211.3,2311.5,62.5
12069,"2016-09-22",,,,,,,,,,,
12069,"2016-09-23",,,,676.7,,,,,,,
12069,"2017-01-03",,,,,69.2,500,475,913,208.5,2278.7,59.4
12069,"2017-01-05",,,,,,,,,,,
12069,"2017-01-06",,,,655.0,,,,,,,
12069,"2017-09-05",,,,,,,,,,,
12069,"2017-09-06",,,,,,,,,,2360.7,
12069,"2017-09-07",,,,,64.1,500,475,956.5,253.5,,68.7
12069,"2017-09-08",,,,636.7,,,,,,,
12069,"2018-04-18",,,,,,,,,,,
12069,"2018-04-19",,,,,64.1,458.3,450,956.5,256.3,2360.7,67.7
12069,"2018-04-20",,,,718.3,,,,,,,
12069,"2018-10-16",,,,,,,,,,,
12069,"2018-10-17",,,,,71.8,,450,956.5,214.1,2426.2,69.8
12069,"2018-10-18",,,,,,,,,,,
12069,"2018-10-19",,,,673.3,,,,,,,
12069,"2018-10-22",,,,,,458.3,,,,,
12069,"2019-05-14",,,,,,,,,,,
12069,"2019-05-15",,,,,61.5,458.3,450,913,205.6,2311.5,65.6
12069,"2019-05-16",,,,,,,,,,,
12069,"2019-05-17",,,,721.7,,,,,,,
12069,"2019-11-05",,,,,74.4,458.3,450,1000,,,
12069,"2019-11-06",,,,,,,,,374.6,2360.7,65.6
12069,"2019-11-08",,,,,,,,,,,
12069,"2019-11-25",,,,615.0,,,,,,,
12069,"2020-01-29",,,,,66.7,458.3,450,956.5,194.4,,65.6
12069,"2020-01-30",,,,,,,,,,2311.5,
12069,"2020-02-07",,,,780.0,,,,,,,
12069,"2020-04-28",,,,,,,,,,,
12069,"2020-07-20",,,,,61.5,500,450,913,233.8,,69.8
12069,"2020-07-23",,,,,,,,,,,
12069,"2020-07-24",,,,625.0,,,,,,,
12069,"2020-07-28",,,,,,,,,,2360.7,
12087,"1998-03-18",,,,,,,,,3600,,
12087,"1998-06-17",,,,,,,,,3600,,
12087,"1998-09-16",,,,,,,,,3900,,
12087,"1998-12-17",,,,,,,,,3904.2,,
12087,"1999-03-16",,,,,,,,,2254.4,,
12087,"1999-06-21",,,,,,,,,2940.3,,
12087,"1999-12-08",,,,,,,,,5129.6,,
12087,"2000-03-07",,,,,,,,,5698.6,,
12087,"2001-04-05",,,,,,,,,5062,,
12087,"2001-07-04",,,,,,,,,5825.4,,
12087,"2001-09-27",,,,,,,,,5490.1,,
12087,"2002-01-09",,,,,,,,,6422.5,,
12087,"2002-04-14",,,,,,,,,7126.8,,
12087,"2002-07-02",,,,,,,,,5819.7,,
12087,"2003-01-08",,,,,,,,,6329,,
12087,"2003-04-16",,,,,,,,,5585.9,,
12087,"2003-07-29",,,,,,,,,5113,,
12087,"2003-10-08",,,,,,,,,4673.2,,
12087,"2004-04-07",,,,,,,,,4818.6,,
12087,"2004-07-27",,,,,,,,,5251.3,,
12087,"2004-10-05",,,,,,,,,5307,,
12087,"2005-01-11",,,,,,,,,5904.8,,
12087,"2005-03-29",,,,,,,,,6231,,
12087,"2005-10-25",,,,,,,,,5804.5,,
12087,"2007-09-03",,,,,,,,,1022.5,,
12087,"2008-03-17",,,,,,,,,3135.8,,
12087,"2008-05-26",,,,,,,,,132.4,,
12087,"2008-08-18",,,,,,,,,290.1,,
12087,"2008-11-24",,,,,,,,,2121.1,,
12087,"2009-03-02",,,,,,,,,138,,
12087,"2009-06-08",,,,,,,,,1831,,
12087,"2009-09-01",,,,,,,,,138,,
12087,"2009-11-30",,,,,,,,,304.2,,
12087,"2010-03-01",,,,,,,,,1605.6,,
12087,"2010-06-14",,,,,,,,,2281.7,,
12087,"2010-08-30",,,,,,,,,2281.7,,
12087,"2010-11-22",,,,,,,,,2360.6,,
12087,"2010-11-29",,,,,,,,,,,
12087,"2011-02-14",,,,,,,,,132.4,,
12087,"2011-05-16",,,,,,,,,143.7,,
12087,"2011-08-22",,,,,,,,,123.9,,
12087,"2011-11-21",,,,,,,,,1774.6,,
12087,"2012-02-20",,,,,,,,,1878.3,,
12087,"2012-05-21",,,,,,,,,932.4,,
12087,"2012-08-20",,,,,,,,,667.6,,
12087,"2012-11-19",,,,,,,,,169,,
12087,"2013-02-19",,,,,,,,,2478.9,,
12087,"2013-06-04",,,,,,,,,174.6,,
12087,"2013-08-27",,,,,,,,,2050.7,,
12087,"2013-11-28",,,,,,,,,2433.8,,
12087,"2014-02-20",,,,,,,,,2518.3,,
12087,"2014-06-05",,,,,,,,,2639.4,,
12087,"2014-09-04",,,,,,,,,2064.8,,
12087,"2014-11-27",,,,,,,,,1994.4,,
12087,"2015-02-26",,,,,,,,,222.5,,
12087,"2015-06-10",,,,,,,,,811.3,,
12087,"2015-09-03",,,,,,,,,605.6,,
12087,"2015-12-03",,,,,,,,,126.8,,
12089,"1992-09-22",,,,,,,,,5593,,
12089,"1992-12-15",,,,,,,,,4800,,
12089,"1993-03-15",,,,,,,,,3200,,
12089,"1993-06-15",,,,,,,,,4400,,
12089,"1993-09-14",,,,,,,,,3500,,
12089,"1993-12-14",,,,,,,,,3400,,
12089,"1994-03-15",,,,,,,,,4200,,
12089,"1994-06-14",,,,,,,,,4600,,
12089,"1994-09-13",,,,,,,,,3800,,
12089,"1994-12-13",,,,,,,,,3100,,
12089,"1995-03-21",,,,,,,,,5400,,
12089,"1995-06-13",,,,,,,,,5200,,
12089,"1995-09-12",,,,,,,,,3000,,
12089,"1995-12-12",,,,,,,,,3600,,
12089,"1996-03-12",,,,,,,,,3600,,
12089,"1996-06-18",,,,,,,,,3200,,
12089,"1996-09-17",,,,,,,,,3600,,
12089,"1996-12-17",,,,,,,,,3400,,
12089,"1997-03-18",,,,,,,,,3949.3,,
12089,"1997-06-17",,,,,,,,,4000,,
12089,"1997-09-16",,,,,,,,,4000,,
12089,"1997-12-16",,,,,,,,,3800,,
12089,"1998-03-17",,,,,,,,,3800,,
12089,"1998-06-16",,,,,,,,,3600,,
12089,"1998-09-16",,,,,,,,,3900,,
12089,"1998-12-16",,,,,,,,,4647.9,,
12089,"1999-03-15",,,,,,,,,3524.8,,
12089,"1999-06-15",,,,,,,,,3891.5,,
12089,"1999-09-14",,,,,,,,,3405.6,,
12089,"1999-12-08",,,,,,,,,3371.8,,
12089,"2001-04-05",,,,,,,,,3098.6,,
12089,"2001-07-04",,,,,,,,,3346.5,,
12089,"2001-09-27",,,,,,,,,2929.6,,
12089,"2002-01-09",,,,,,,,,3022.5,,
12089,"2002-04-10",,,,,,,,,2462,,
12089,"2002-07-03",,,,,,,,,2631,,
12089,"2002-10-28",,,,,,,,,2293,,
12089,"2003-01-07",,,,,,,,,2067.6,,
12089,"2003-04-16",,,,,,,,,2202.8,,
12089,"2003-07-09",,,,,,,,,2157.7,,
12089,"2003-10-07",,,,,,,,,2014.1,,
12089,"2004-02-17",,,,,,,,,670.4,,
12089,"2004-04-06",,,,,,,,,650.7,,
12089,"2004-07-20",,,,,,,,,631,,
12089,"2004-10-05",,,,,,,,,2207.3,,
12089,"2005-01-11",,,,,,,,,2010.7,,
12089,"2005-03-29",,,,,,,,,2094.4,,
12089,"2005-06-15",,,,,,,,,1924.5,,
12089,"2005-10-04",,,,,,,,,2149,,
12089,"2006-01-17",,,,,,,,,1981.7,,
12089,"2006-04-05",,,,,,,,,1664.8,,
12089,"2006-06-13",,,,,,,,,1574.6,,
12089,"2006-09-25",,,,,,,,,1783.1,,
12089,"2006-12-11",,,,,,,,,1904.2,,
12089,"2007-03-19",,,,,,,,,2177.5,,
12089,"2007-06-05",,,,,,,,,1836.6,,
12089,"2007-08-27",,,,,,,,,2138,,
12089,"2007-11-19",,,,,,,,,1005.6,,
12089,"2008-03-31",,,,,,,,,2078.9,,
12089,"2008-05-19",,,,,,,,,1715.5,,
12089,"2008-08-11",,,,,,,,,1560.6,,
12089,"2008-11-17",,,,,,,,,1560.6,,
12089,"2009-02-23",,,,,,,,,1746.5,,
12089,"2009-05-25",,,,,,,,,1493,,
12089,"2009-08-24",,,,,,,,,1662,,
12089,"2009-11-23",,,,,,,,,1856.3,,
12089,"2010-02-22",,,,,,,,,1831,,
12089,"2010-06-07",,,,,,,,,1639.4,,
12089,"2010-08-16",,,,,,,,,1842.3,,
12089,"2010-11-29",,,,,,,,,2166.2,,
12089,"2011-02-21",,,,,,,,,2138,,
12089,"2011-05-23",,,,,,,,,2078.9,,
12089,"2011-08-29",,,,,,,,,,,
12089,"2011-09-12",,,,,,,,,2144.5,,
12089,"2011-11-28",,,,,,,,,2253.5,,
12089,"2012-02-27",,,,,,,,,2117.5,,
12089,"2012-06-04",,,,,,,,,2478.9,,
12089,"2012-09-03",,,,,,,,,2450.7,,
12089,"2012-11-26",,,,,,,,,3008.5,,
12089,"2013-02-27",,,,,,,,,2591.5,,
12089,"2013-06-12",,,,,,,,,2729.6,,
12089,"2013-09-04",,,,,,,,,2388.7,,
12089,"2013-12-04",,,,,,,,,2163.4,,
12089,"2014-02-19",,,,,,,,,2183.1,,
12089,"2014-06-04",,,,,,,,,2571.8,,
12089,"2014-09-11",,,,,,,,,1867.6,,
12089,"2014-11-26",,,,,,,,,1966.2,,
12089,"2015-02-25",,,,,,,,,2532.4,,
12089,"2015-12-02",,,,,,,,,2600,,
12135,"1999-03-16",,,,,,,,,3195.5,,
12135,"1999-06-21",,,,,,,,,2075.5,,
12135,"1999-09-14",,,,,,,,,4673.2,,
12135,"1999-12-08",,,,,,,,,2862,,
12135,"2001-04-05",,,,,,,,,6923.9,,
12135,"2001-07-04",,,,,,,,,2602.8,,
12135,"2001-09-27",,,,,,,,,2836.6,,
12135,"2002-01-09",,,,,,,,,5729.6,,
12135,"2003-04-16",,,,,,,,,1797.2,,
12135,"2003-07-29",,,,,,,,,2058.9,,
12135,"2003-10-08",,,,,,,,,2402.8,,
12135,"2004-02-04",,,,,,,,,3020,,
12135,"2004-04-07",,,,,,,,,2724.5,,
12135,"2004-07-27",,,,,,,,,887.9,,
12135,"2004-10-05",,,,,,,,,,,
12135,"2005-01-11",,,,,,,,,898,,
12135,"2005-03-29",,,,,,,,,,,
12135,"2005-06-22",,,,,,,,,563.4,,
12135,"2006-03-21",,,,,,,,,1549.3,,
12135,"2006-09-25",,,,,,,,,4833.8,,
12135,"2006-12-11",,,,,,,,,6123.9,,
12135,"2007-03-26",,,,,,,,,5867.6,,
12135,"2007-06-18",,,,,,,,,6101.4,,
12135,"2007-06-27",,,,,,,,,,,
12135,"2007-09-03",,,,,,,,,112.7,,
12135,"2007-11-26",,,,,,,,,1354.9,,
12135,"2008-03-17",,,,,,,,,2025.4,,
12135,"2008-05-26",,,,,,,,,2160.6,,
12135,"2008-08-18",,,,,,,,,2788.7,,
12135,"2008-11-24",,,,,,,,,2636.6,,
12135,"2009-03-02",,,,,,,,,2346.5,,
12135,"2009-06-08",,,,,,,,,2028.2,,
12135,"2009-09-01",,,,,,,,,2366.2,,
12135,"2009-11-30",,,,,,,,,2369,,
12135,"2010-03-01",,,,,,,,,2394.4,,
12135,"2010-06-14",,,,,,,,,2169,,
12135,"2010-08-30",,,,,,,,,2394.4,,
12135,"2010-11-22",,,,,,,,,2732.4,,
12135,"2011-02-14",,,,,,,,,2994.4,,
12135,"2011-05-16",,,,,,,,,2416.9,,
12135,"2011-08-22",,,,,,,,,1583.1,,
12135,"2011-11-21",,,,,,,,,1774.6,,
12135,"2012-02-20",,,,,,,,,2792.1,,
12135,"2012-05-21",,,,,,,,,2008.5,,
12135,"2012-08-20",,,,,,,,,1577.5,,
12135,"2012-11-19",,,,,,,,,1831,,
12135,"2013-02-19",,,,,,,,,1549.3,,
12135,"2013-06-04",,,,,,,,,1709.9,,
12135,"2013-08-27",,,,,,,,,1904.2,,
12135,"2013-11-28",,,,,,,,,2464.8,,
12135,"2014-02-20",,,,,,,,,1842.3,,
12135,"2014-06-05",,,,,,,,,2611.3,,
12135,"2014-09-04",,,,,,,,,3098.6,,
12135,"2014-11-27",,,,,,,,,2016.9,,
12135,"2015-02-26",,,,,,,,,1050.7,,
12135,"2015-06-10",,,,,,,,,2329.6,,
12135,"2015-09-03",,,,,,,,,2957.7,,
12135,"2015-12-03",,,,,,,,,442.3,,
12135,"2016-03-22",,,,,,,,,876.1,,
12135,"2016-06-27",,,,,,,,,,,
12135,"2016-06-28",,,,,,,,,1056.3,,
12135,"2016-09-20",,,,,,,,,385.9,,
12135,"2016-12-06",,,,,,,,,1977.5,,
12135,"2017-01-03",,,,,,,,,1980.3,,
12135,"2017-07-04",,,,,,,,,1636.6,,
12135,"2017-09-05",,,,,,,,,,,
12135,"2017-09-07",,,,,,,,,2121.1,,
12135,"2017-11-27",,,,,,,,,,,
12135,"2017-11-29",,,,,,,,,1752.1,,
12135,"2018-01-29",,,,,,,,,,,
12135,"2018-01-30",,,,,,,,,1625.4,,
12135,"2018-04-19",,,,,,,,,532.4,,
12135,"2018-07-23",,,,,,,,,1662,,
12135,"2018-10-16",,,,,,,,,,,
12135,"2018-10-17",,,,,,,,,1819.7,,
12135,"2019-02-26",,,,,,,,,,,
12135,"2019-03-06",,,,,,,,,771.8,,
12135,"2019-05-14",,,,,,,,,,,
12135,"2019-05-15",,,,,,,,,569,,
12135,"2019-08-26",,,,,,,,,2369,,
12135,"2019-11-05",,,,,,,,,2543.7,,
12135,"2019-11-06",,,,,,,,,,,
